"Plot Title: 20449374_ConductivityLogger_FactoryCal"
"#","Date Time, GMT-07:00","Low Range, μS/cm (LGR S/N: 20449374, SEN S/N: 20449374)","High Range, μS/cm (LGR S/N: 20449374, SEN S/N: 20449374)","Temp, °F (LGR S/N: 20449374, SEN S/N: 20449374)","Specific Conductance, μS/cm (LGR S/N: 20449374)","Salinity, ppt (LGR S/N: 20449374)","Coupler Detached (LGR S/N: 20449374)","Coupler Attached (LGR S/N: 20449374)","Stopped (LGR S/N: 20449374)","End Of File (LGR S/N: 20449374)"
1,11/19/18 09:51:30 AM,33041.7,30717.2,51.80,41823.9,26.8190,Logged,,,
2,11/19/18 10:01:30 AM,33041.7,30717.2,51.80,41823.9,26.8190,,,,
3,11/19/18 10:11:30 AM,33041.7,30726.8,51.80,41836.9,26.8282,,,,
4,11/19/18 10:21:30 AM,33041.7,30710.7,51.82,41805.0,26.8054,,,,
5,11/19/18 10:31:30 AM,33041.7,30726.8,51.85,41806.3,26.8064,,,,
6,11/19/18 10:41:30 AM,33041.7,30707.5,51.85,41780.2,26.7878,,,,
7,11/19/18 10:51:30 AM,33041.7,30697.9,51.87,41757.1,26.7713,,,,
8,11/19/18 11:01:30 AM,33041.7,30736.4,51.89,41798.9,26.8011,,,,
9,11/19/18 11:11:30 AM,33041.7,30746.1,51.91,41801.8,26.8032,,,,
10,11/19/18 11:21:30 AM,33041.7,30726.8,51.91,41775.7,26.7846,,,,
11,11/19/18 11:31:30 AM,33041.7,30752.5,51.94,41790.0,26.7948,,,,
12,11/19/18 11:41:30 AM,33041.7,30742.8,51.96,41766.8,26.7782,,,,
13,11/19/18 11:51:30 AM,33041.7,30752.5,52.00,41759.5,26.7730,,,,
14,11/19/18 12:01:30 PM,33041.7,30781.4,52.02,41788.3,26.7935,,,,
15,11/19/18 12:11:30 PM,33041.7,30781.4,52.05,41767.9,26.7790,,,,
16,11/19/18 12:21:30 PM,33041.7,30778.2,52.07,41753.5,26.7687,,,,
17,11/19/18 12:31:30 PM,33041.7,30739.6,52.07,41701.5,26.7316,,,,
18,11/19/18 12:41:30 PM,33041.7,30749.3,52.09,41704.4,26.7337,,,,
19,11/19/18 12:51:30 PM,33041.7,30778.2,52.11,41733.1,26.7542,,,,
20,11/19/18 01:01:30 PM,33041.7,30794.3,52.16,41724.3,26.7479,,,,
21,11/19/18 01:11:30 PM,33041.7,30807.2,52.16,41741.7,26.7603,,,,
22,11/19/18 01:21:30 PM,33041.7,30768.6,52.16,41689.8,26.7233,,,,
23,11/19/18 01:31:30 PM,33041.7,30775.0,52.18,41688.2,26.7222,,,,
24,11/19/18 01:41:30 PM,33041.7,30816.9,52.18,41744.6,26.7624,,,,
25,11/19/18 01:51:30 PM,33041.7,30804.0,52.20,41717.1,26.7428,,,,
26,11/19/18 02:01:30 PM,33041.7,30823.4,52.20,41743.2,26.7614,,,,
27,11/19/18 02:11:30 PM,33041.7,30820.1,52.21,41728.6,26.7510,,,,
28,11/19/18 02:21:30 PM,33041.7,30794.3,52.23,41683.8,26.7190,,,,
29,11/19/18 02:31:30 PM,33041.7,30823.4,52.23,41722.9,26.7469,,,,
30,11/19/18 02:41:30 PM,33041.7,30852.4,52.23,41761.8,26.7747,,,,
31,11/19/18 02:51:30 PM,33041.7,30842.7,52.27,41728.5,26.7509,,,,
32,11/19/18 03:01:30 PM,33041.7,30836.3,52.27,41719.9,26.7448,,,,
33,11/19/18 03:11:30 PM,33041.7,30852.4,52.29,41731.4,26.7530,,,,
34,11/19/18 03:21:30 PM,33041.7,30846.0,52.29,41722.8,26.7468,,,,
35,11/19/18 03:31:30 PM,33041.7,30842.7,52.30,41708.2,26.7365,,,,
36,11/19/18 03:41:30 PM,33041.7,30852.4,52.29,41731.4,26.7530,,,,
37,11/19/18 03:51:30 PM,33041.7,30881.5,52.29,41770.5,26.7808,,,,
38,11/19/18 04:01:30 PM,33041.7,30849.2,52.30,41717.0,26.7427,,,,
39,11/19/18 04:11:30 PM,33041.7,30849.2,52.30,41717.0,26.7427,,,,
40,11/19/18 04:21:30 PM,33041.7,30878.3,52.30,41756.0,26.7705,,,,
41,11/19/18 04:31:30 PM,33041.7,30858.9,52.32,41719.9,26.7447,,,,
42,11/19/18 04:41:30 PM,33041.7,30839.5,52.32,41693.8,26.7262,,,,
43,11/19/18 04:51:30 PM,33041.7,30858.9,52.32,41719.9,26.7447,,,,
44,11/19/18 05:01:30 PM,33041.7,30846.0,52.32,41702.5,26.7324,,,,
45,11/19/18 05:11:30 PM,33041.7,30875.1,52.32,41741.6,26.7602,,,,
46,11/19/18 05:21:30 PM,33041.7,30875.1,52.34,41731.5,26.7530,,,,
47,11/19/18 05:31:30 PM,33041.7,30894.5,52.34,41757.5,26.7716,,,,
48,11/19/18 05:41:30 PM,33041.7,30888.0,52.34,41748.8,26.7654,,,,
49,11/19/18 05:51:30 PM,33041.7,30897.7,52.32,41771.9,26.7819,,,,
50,11/19/18 06:01:30 PM,33041.7,30865.3,52.32,41728.4,26.7509,,,,
51,11/19/18 06:11:30 PM,33041.7,30862.1,52.30,41734.3,26.7550,,,,
52,11/19/18 06:21:30 PM,33041.7,30875.1,52.30,41751.7,26.7675,,,,
53,11/19/18 06:31:30 PM,33041.7,30884.8,52.30,41764.8,26.7768,,,,
54,11/19/18 06:41:30 PM,33041.7,30868.6,52.29,41753.2,26.7685,,,,
55,11/19/18 06:51:30 PM,33041.7,30858.9,52.27,41750.3,26.7664,,,,
56,11/19/18 07:01:30 PM,33041.7,30878.3,52.23,41796.6,26.7995,,,,
57,11/19/18 07:11:30 PM,33041.7,30858.9,52.23,41770.6,26.7809,,,,
58,11/19/18 07:21:30 PM,33041.7,30878.3,52.21,41806.8,26.8067,,,,
59,11/19/18 07:31:30 PM,33041.7,30852.4,52.21,41772.0,26.7819,,,,
60,11/19/18 07:41:30 PM,33041.7,30849.2,52.20,41777.9,26.7861,,,,
61,11/19/18 07:51:30 PM,33041.7,30810.4,52.18,41735.8,26.7561,,,,
62,11/19/18 08:01:30 PM,33041.7,30794.3,52.20,41704.0,26.7335,,,,
63,11/19/18 08:11:30 PM,33041.7,30823.4,52.20,41743.2,26.7614,,,,
64,11/19/18 08:21:30 PM,33041.7,30823.4,52.21,41733.0,26.7541,,,,
65,11/19/18 08:31:30 PM,33041.7,30829.8,52.21,41741.6,26.7603,,,,
66,11/19/18 08:41:30 PM,33041.7,30800.8,52.23,41692.5,26.7252,,,,
67,11/19/18 08:51:30 PM,33041.7,30775.0,52.27,41637.6,26.6861,,,,
68,11/19/18 09:01:30 PM,33041.7,30781.4,52.27,41646.2,26.6922,,,,
69,11/19/18 09:11:30 PM,33041.7,30755.7,52.29,41601.6,26.6604,,,,
70,11/19/18 09:21:30 PM,33041.7,30784.7,52.29,41640.5,26.6882,,,,
71,11/19/18 09:31:30 PM,33041.7,30746.1,52.30,41578.6,26.6440,,,,
72,11/19/18 09:41:30 PM,33041.7,30749.3,52.32,41572.8,26.6399,,,,
73,11/19/18 09:51:30 PM,33041.7,30765.4,52.34,41584.3,26.6481,,,,
74,11/19/18 10:01:30 PM,33041.7,30765.4,52.34,41584.3,26.6481,,,,
75,11/19/18 10:11:30 PM,33041.7,30765.4,52.36,41574.2,26.6409,,,,
76,11/19/18 10:21:30 PM,33041.7,30755.7,52.38,41551.1,26.6244,,,,
77,11/19/18 10:31:30 PM,33041.7,30736.4,52.38,41525.2,26.6060,,,,
78,11/19/18 10:41:30 PM,33041.7,30771.8,52.38,41572.7,26.6398,,,,
79,11/19/18 10:51:30 PM,33041.7,30784.7,52.38,41590.0,26.6521,,,,
80,11/19/18 11:01:30 PM,33041.7,30765.4,52.43,41533.8,26.6121,,,,
81,11/19/18 11:11:30 PM,33041.7,30791.1,52.43,41568.3,26.6367,,,,
82,11/19/18 11:21:30 PM,33041.7,30781.4,52.43,41555.3,26.6274,,,,
83,11/19/18 11:31:30 PM,33041.7,30778.2,52.43,41551.0,26.6243,,,,
84,11/19/18 11:41:30 PM,33041.7,30807.2,52.43,41589.8,26.6520,,,,
85,11/19/18 11:51:30 PM,33041.7,30797.6,52.43,41577.0,26.6429,,,,
86,11/20/18 12:01:30 AM,33041.7,30800.8,52.43,41581.3,26.6459,,,,
87,11/20/18 12:11:30 AM,33041.7,30800.8,52.41,41591.4,26.6531,,,,
88,11/20/18 12:21:30 AM,33041.7,30791.1,52.38,41598.5,26.6582,,,,
89,11/20/18 12:31:30 AM,33041.7,30781.4,52.38,41585.5,26.6490,,,,
90,11/20/18 12:41:30 AM,33041.7,30813.7,52.36,41639.0,26.6871,,,,
91,11/20/18 12:51:30 AM,33041.7,30797.6,52.36,41617.4,26.6717,,,,
92,11/20/18 01:01:30 AM,33041.7,30762.1,52.32,41589.9,26.6521,,,,
93,11/20/18 01:11:30 AM,33041.7,30794.3,52.32,41633.2,26.6829,,,,
94,11/20/18 01:21:30 AM,33041.7,30800.8,52.29,41662.1,26.7036,,,,
95,11/20/18 01:31:30 AM,33041.7,30781.4,52.29,41636.1,26.6850,,,,
96,11/20/18 01:41:30 AM,33041.7,30794.3,52.23,41683.8,26.7190,,,,
97,11/20/18 01:51:30 AM,33041.7,30775.0,52.23,41657.8,26.7005,,,,
98,11/20/18 02:01:30 AM,33041.7,30765.4,52.21,41655.1,26.6985,,,,
99,11/20/18 02:11:30 AM,33041.7,30755.7,52.21,41642.0,26.6892,,,,
100,11/20/18 02:21:30 AM,33041.7,30807.2,52.21,41711.2,26.7386,,,,
101,11/20/18 02:31:30 AM,33041.7,30791.1,52.20,41699.7,26.7304,,,,
102,11/20/18 02:41:30 AM,33041.7,30800.8,52.20,41712.8,26.7397,,,,
103,11/20/18 02:51:30 AM,33041.7,30849.2,52.20,41777.9,26.7861,,,,
104,11/20/18 03:01:30 AM,33041.7,30858.9,52.20,41790.9,26.7954,,,,
105,11/20/18 03:11:30 AM,33041.7,30791.1,52.20,41699.7,26.7304,,,,
106,11/20/18 03:21:30 AM,33041.7,30816.9,52.18,41744.6,26.7624,,,,
107,11/20/18 03:31:30 AM,33041.7,30846.0,52.20,41773.6,26.7830,,,,
108,11/20/18 03:41:30 AM,33041.7,30846.0,52.20,41773.6,26.7830,,,,
109,11/20/18 03:51:30 AM,33041.7,30829.8,52.20,41751.8,26.7675,,,,
110,11/20/18 04:01:30 AM,33041.7,30820.1,52.20,41738.7,26.7582,,,,
111,11/20/18 04:11:30 AM,33041.7,30839.5,52.20,41764.8,26.7768,,,,
112,11/20/18 04:21:30 AM,33041.7,30849.2,52.20,41777.9,26.7861,,,,
113,11/20/18 04:31:30 AM,33041.7,30820.1,52.20,41738.7,26.7582,,,,
114,11/20/18 04:41:30 AM,33041.7,30849.2,52.20,41777.9,26.7861,,,,
115,11/20/18 04:51:30 AM,33041.7,30829.8,52.18,41761.9,26.7747,,,,
116,11/20/18 05:01:30 AM,33041.7,30868.6,52.18,41814.1,26.8119,,,,
117,11/20/18 05:11:30 AM,33041.7,30865.3,52.18,41809.7,26.8088,,,,
118,11/20/18 05:21:30 AM,33041.7,30836.3,52.18,41770.7,26.7810,,,,
119,11/20/18 05:31:30 AM,33041.7,30829.8,52.18,41761.9,26.7747,,,,
120,11/20/18 05:41:30 AM,33041.7,30878.3,52.18,41827.1,26.8212,,,,
121,11/20/18 05:51:30 AM,33041.7,30858.9,52.16,41811.2,26.8099,,,,
122,11/20/18 06:01:30 AM,33041.7,30846.0,52.16,41793.9,26.7975,,,,
123,11/20/18 06:11:30 AM,33041.7,30839.5,52.16,41785.1,26.7913,,,,
124,11/20/18 06:21:30 AM,33041.7,30810.4,52.16,41746.0,26.7634,,,,
125,11/20/18 06:31:30 AM,33041.7,30858.9,52.14,41821.4,26.8171,,,,
126,11/20/18 06:41:30 AM,33041.7,30846.0,52.16,41793.9,26.7975,,,,
127,11/20/18 06:51:30 AM,33041.7,30820.1,52.16,41759.0,26.7727,,,,
128,11/20/18 07:01:30 AM,33041.7,30849.2,52.16,41798.2,26.8006,,,,
129,11/20/18 07:11:30 AM,33041.7,30855.6,52.16,41806.8,26.8067,,,,
130,11/20/18 07:21:30 AM,33041.7,30810.4,52.16,41746.0,26.7634,,,,
131,11/20/18 07:31:30 AM,33041.7,30765.4,52.16,41685.5,26.7202,,,,
132,11/20/18 07:41:30 AM,33041.7,30765.4,52.14,41695.6,26.7274,,,,
133,11/20/18 07:51:30 AM,33041.7,30781.4,52.11,41737.4,26.7573,,,,
134,11/20/18 08:01:30 AM,33041.7,30765.4,52.09,41726.1,26.7492,,,,
135,11/20/18 08:11:30 AM,33041.7,30775.0,52.09,41739.0,26.7584,,,,
136,11/20/18 08:21:30 AM,33041.7,30720.4,52.07,41675.6,26.7132,,,,
137,11/20/18 08:31:30 AM,33041.7,30730.0,52.05,41698.7,26.7296,,,,
138,11/20/18 08:41:30 AM,33041.7,30739.6,52.07,41701.5,26.7316,,,,
139,11/20/18 08:51:30 AM,33041.7,30681.9,52.05,41633.9,26.6835,,,,
140,11/20/18 09:01:30 AM,33041.7,30714.0,52.05,41677.1,26.7143,,,,
141,11/20/18 09:11:30 AM,33041.7,30694.7,52.05,41651.2,26.6957,,,,
142,11/20/18 09:21:30 AM,33041.7,30720.4,52.07,41675.6,26.7132,,,,
143,11/20/18 09:31:30 AM,33041.7,30749.3,52.07,41714.5,26.7409,,,,
144,11/20/18 09:41:30 AM,33041.7,30710.7,52.07,41662.6,26.7039,,,,
145,11/20/18 09:51:30 AM,33041.7,30685.1,52.09,41618.0,26.6721,,,,
146,11/20/18 10:01:30 AM,33041.7,30694.7,52.09,41630.9,26.6813,,,,
147,11/20/18 10:11:30 AM,33041.7,30730.0,52.09,41678.4,26.7152,,,,
148,11/20/18 10:21:30 AM,33041.7,30701.1,52.11,41629.4,26.6802,,,,
149,11/20/18 10:31:30 AM,33041.7,30717.2,52.14,41630.8,26.6812,,,,
150,11/20/18 10:41:30 AM,33041.7,30730.0,52.16,41637.9,26.6863,,,,
151,11/20/18 10:51:30 AM,33041.7,30749.3,52.18,41653.7,26.6975,,,,
152,11/20/18 11:01:30 AM,33041.7,30746.1,52.20,41639.2,26.6873,,,,
153,11/20/18 11:11:30 AM,33041.7,30755.7,52.21,41642.0,26.6892,,,,
154,11/20/18 11:21:30 AM,33041.7,30755.7,52.29,41601.6,26.6604,,,,
155,11/20/18 11:31:30 AM,33041.7,30755.7,52.30,41591.5,26.6532,,,,
156,11/20/18 11:41:30 AM,33041.7,30781.4,52.34,41605.7,26.6634,,,,
157,11/20/18 11:51:30 AM,33041.7,30771.8,52.36,41582.8,26.6470,,,,
158,11/20/18 12:01:30 PM,33041.7,30797.6,52.38,41607.3,26.6645,,,,
159,11/20/18 12:11:30 PM,33041.7,30816.9,52.43,41602.8,26.6613,,,,
160,11/20/18 12:21:30 PM,33041.7,30797.6,52.45,41566.9,26.6357,,,,
161,11/20/18 12:31:30 PM,33041.7,30846.0,52.47,41621.6,26.6747,,,,
162,11/20/18 12:41:30 PM,33041.7,30787.9,52.48,41533.7,26.6121,,,,
163,11/20/18 12:51:30 PM,33041.7,30807.2,52.50,41549.5,26.6233,,,,
164,11/20/18 01:01:30 PM,33041.7,30826.6,52.52,41565.4,26.6346,,,,
165,11/20/18 01:11:30 PM,33041.7,30823.4,52.56,41541.0,26.6172,,,,
166,11/20/18 01:21:30 PM,33041.7,30868.6,52.57,41591.4,26.6531,,,,
167,11/20/18 01:31:30 PM,33041.7,30871.8,52.57,41595.6,26.6562,,,,
168,11/20/18 01:41:30 PM,33041.7,30871.8,52.59,41585.6,26.6490,,,,
169,11/20/18 01:51:30 PM,33041.7,30878.3,52.61,41584.2,26.6480,,,,
170,11/20/18 02:01:30 PM,33041.7,30888.0,52.63,41587.1,26.6501,,,,
171,11/20/18 02:11:30 PM,33041.7,30913.9,52.63,41621.7,26.6747,,,,
172,11/20/18 02:21:30 PM,33041.7,30897.7,52.63,41600.0,26.6593,,,,
173,11/20/18 02:31:30 PM,33041.7,30897.7,52.63,41600.0,26.6593,,,,
174,11/20/18 02:41:30 PM,33041.7,30888.0,52.63,41587.1,26.6501,,,,
175,11/20/18 02:51:30 PM,33041.7,30904.2,52.65,41598.6,26.6583,,,,
176,11/20/18 03:01:30 PM,33041.7,30904.2,52.65,41598.6,26.6583,,,,
177,11/20/18 03:11:30 PM,33041.7,30913.9,52.65,41611.6,26.6676,,,,
178,11/20/18 03:21:30 PM,33041.7,30952.9,52.65,41663.7,26.7047,,,,
179,11/20/18 03:31:30 PM,33041.7,30913.9,52.65,41611.6,26.6676,,,,
180,11/20/18 03:41:30 PM,33041.7,30972.4,52.65,41689.8,26.7233,,,,
181,11/20/18 03:51:30 PM,33041.7,30952.9,52.65,41663.7,26.7047,,,,
182,11/20/18 04:01:30 PM,33041.7,30952.9,52.65,41663.7,26.7047,,,,
183,11/20/18 04:11:30 PM,33041.7,30930.1,52.65,41633.3,26.6830,,,,
184,11/20/18 04:21:30 PM,33041.7,30939.9,52.63,41656.4,26.6995,,,,
185,11/20/18 04:31:30 PM,33041.7,30923.6,52.63,41634.7,26.6840,,,,
186,11/20/18 04:41:30 PM,33041.7,30913.9,52.61,41631.8,26.6819,,,,
187,11/20/18 04:51:30 PM,33041.7,30923.6,52.59,41654.8,26.6984,,,,
188,11/20/18 05:01:30 PM,33041.7,30943.1,52.59,41680.9,26.7170,,,,
189,11/20/18 05:11:30 PM,33041.7,30907.4,52.59,41633.2,26.6829,,,,
190,11/20/18 05:21:30 PM,33041.7,30913.9,52.57,41652.0,26.6963,,,,
191,11/20/18 05:31:30 PM,33041.7,30897.7,52.57,41630.3,26.6809,,,,
192,11/20/18 05:41:30 PM,33041.7,30923.6,52.57,41664.9,26.7056,,,,
193,11/20/18 05:51:30 PM,33041.7,30926.9,52.56,41679.4,26.7159,,,,
194,11/20/18 06:01:30 PM,33041.7,30907.4,52.52,41673.6,26.7117,,,,
195,11/20/18 06:11:30 PM,33041.7,30878.3,52.52,41634.6,26.6839,,,,
196,11/20/18 06:21:30 PM,33041.7,30888.0,52.50,41657.7,26.7004,,,,
197,11/20/18 06:31:30 PM,33041.7,30871.8,52.50,41636.0,26.6849,,,,
198,11/20/18 06:41:30 PM,33041.7,30878.3,52.50,41644.7,26.6911,,,,
199,11/20/18 06:51:30 PM,33041.7,30842.7,52.48,41607.1,26.6644,,,,
200,11/20/18 07:01:30 PM,33041.7,30878.3,52.47,41664.9,26.7055,,,,
201,11/20/18 07:11:30 PM,33041.7,30842.7,52.47,41617.2,26.6716,,,,
202,11/20/18 07:21:30 PM,33041.7,30852.4,52.47,41630.2,26.6808,,,,
203,11/20/18 07:31:30 PM,33041.7,30833.0,52.45,41614.3,26.6695,,,,
204,11/20/18 07:41:30 PM,33041.7,30826.6,52.45,41605.7,26.6634,,,,
205,11/20/18 07:51:30 PM,33041.7,30797.6,52.45,41566.9,26.6357,,,,
206,11/20/18 08:01:30 PM,33041.7,30758.9,52.45,41515.0,26.5987,,,,
207,11/20/18 08:11:30 PM,33041.7,30778.2,52.47,41530.8,26.6100,,,,
208,11/20/18 08:21:30 PM,33041.7,30752.5,52.47,41496.4,26.5854,,,,
209,11/20/18 08:31:30 PM,33041.7,30739.6,52.47,41479.1,26.5731,,,,
210,11/20/18 08:41:30 PM,33041.7,30733.2,52.47,41470.5,26.5670,,,,
211,11/20/18 08:51:30 PM,33041.7,30733.2,52.47,41470.5,26.5670,,,,
212,11/20/18 09:01:30 PM,33041.7,30742.8,52.47,41483.4,26.5762,,,,
213,11/20/18 09:11:30 PM,33041.7,30723.6,52.48,41447.6,26.5507,,,,
214,11/20/18 09:21:30 PM,33041.7,30717.2,52.47,41449.1,26.5518,,,,
215,11/20/18 09:31:30 PM,33041.7,30749.3,52.48,41482.0,26.5752,,,,
216,11/20/18 09:41:30 PM,33041.7,30749.3,52.48,41482.0,26.5752,,,,
217,11/20/18 09:51:30 PM,33041.7,30633.9,52.50,41317.4,26.4580,,,,
218,11/20/18 10:01:30 PM,33041.7,30720.4,52.50,41433.3,26.5405,,,,
219,11/20/18 10:11:30 PM,33041.7,30739.6,52.50,41459.0,26.5588,,,,
220,11/20/18 10:21:30 PM,33041.7,30739.6,52.50,41459.0,26.5588,,,,
221,11/20/18 10:31:30 PM,33041.7,30739.6,52.52,41448.9,26.5516,,,,
222,11/20/18 10:41:30 PM,33041.7,30758.9,52.56,41454.7,26.5557,,,,
223,11/20/18 10:51:30 PM,33041.7,30749.3,52.56,41441.8,26.5466,,,,
224,11/20/18 11:01:30 PM,33041.7,30816.9,52.56,41532.3,26.6110,,,,
225,11/20/18 11:11:30 PM,33041.7,30787.9,52.56,41493.5,26.5834,,,,
226,11/20/18 11:21:30 PM,33041.7,30787.9,52.57,41483.4,26.5762,,,,
227,11/20/18 11:31:30 PM,33041.7,30758.9,52.57,41444.6,26.5486,,,,
228,11/20/18 11:41:30 PM,33041.7,30778.2,52.57,41470.4,26.5669,,,,
229,11/20/18 11:51:30 PM,33041.7,30768.6,52.57,41457.6,26.5578,,,,
230,11/21/18 12:01:30 AM,33041.7,30784.7,52.56,41489.2,26.5803,,,,
231,11/21/18 12:11:30 AM,33041.7,30778.2,52.56,41480.5,26.5741,,,,
232,11/21/18 12:21:30 AM,33041.7,30787.9,52.52,41513.6,26.5977,,,,
233,11/21/18 12:31:30 AM,33041.7,30784.7,52.52,41509.3,26.5946,,,,
234,11/21/18 12:41:30 AM,33041.7,30784.7,52.52,41509.3,26.5946,,,,
235,11/21/18 12:51:30 AM,33041.7,30755.7,52.52,41470.5,26.5670,,,,
236,11/21/18 01:01:30 AM,33041.7,30804.0,52.50,41545.2,26.6202,,,,
237,11/21/18 01:11:30 AM,33041.7,30787.9,52.50,41523.7,26.6049,,,,
238,11/21/18 01:21:30 AM,33041.7,30768.6,52.50,41497.8,26.5865,,,,
239,11/21/18 01:31:30 AM,33041.7,30787.9,52.50,41523.7,26.6049,,,,
240,11/21/18 01:41:30 AM,33041.7,30823.4,52.50,41571.2,26.6387,,,,
241,11/21/18 01:51:30 AM,33041.7,30804.0,52.52,41535.1,26.6131,,,,
242,11/21/18 02:01:30 AM,33041.7,30804.0,52.52,41535.1,26.6131,,,,
243,11/21/18 02:11:30 AM,33041.7,30858.9,52.52,41608.6,26.6654,,,,
244,11/21/18 02:21:30 AM,33041.7,30829.8,52.56,41549.5,26.6233,,,,
245,11/21/18 02:31:30 AM,33041.7,30871.8,52.56,41605.7,26.6634,,,,
246,11/21/18 02:41:30 AM,33041.7,30858.9,52.56,41588.5,26.6511,,,,
247,11/21/18 02:51:30 AM,33041.7,30846.0,52.57,41561.1,26.6316,,,,
248,11/21/18 03:01:30 AM,33041.7,30884.8,52.59,41602.9,26.6614,,,,
249,11/21/18 03:11:30 AM,33041.7,30884.8,52.59,41602.9,26.6614,,,,
250,11/21/18 03:21:30 AM,33041.7,30933.4,52.59,41667.9,26.7077,,,,
251,11/21/18 03:31:30 AM,33041.7,30884.8,52.59,41602.9,26.6614,,,,
252,11/21/18 03:41:30 AM,33041.7,30939.9,52.61,41666.5,26.7067,,,,
253,11/21/18 03:51:30 AM,33041.7,30949.6,52.63,41669.4,26.7088,,,,
254,11/21/18 04:01:30 AM,33041.7,30933.4,52.61,41657.8,26.7005,,,,
255,11/21/18 04:11:30 AM,33041.7,30910.7,52.63,41617.4,26.6717,,,,
256,11/21/18 04:21:30 AM,33041.7,30930.1,52.61,41653.4,26.6974,,,,
257,11/21/18 04:31:30 AM,33041.7,30901.0,52.61,41614.5,26.6696,,,,
258,11/21/18 04:41:30 AM,33041.7,30913.9,52.61,41631.8,26.6819,,,,
259,11/21/18 04:51:30 AM,33041.7,30875.1,52.61,41579.9,26.6450,,,,
260,11/21/18 05:01:30 AM,33041.7,30875.1,52.61,41579.9,26.6450,,,,
261,11/21/18 05:11:30 AM,33041.7,30865.3,52.61,41566.8,26.6356,,,,
262,11/21/18 05:21:30 AM,33041.7,30865.3,52.61,41566.8,26.6356,,,,
263,11/21/18 05:31:30 AM,33041.7,30846.0,52.61,41541.0,26.6172,,,,
264,11/21/18 05:41:30 AM,33041.7,30839.5,52.61,41532.3,26.6110,,,,
265,11/21/18 05:51:30 AM,33041.7,30846.0,52.61,41541.0,26.6172,,,,
266,11/21/18 06:01:30 AM,33041.7,30849.2,52.61,41545.3,26.6203,,,,
267,11/21/18 06:11:30 AM,33041.7,30829.8,52.63,41509.3,26.5946,,,,
268,11/21/18 06:21:30 AM,33041.7,30833.0,52.59,41533.7,26.6120,,,,
269,11/21/18 06:31:30 AM,33041.7,30833.0,52.59,41533.7,26.6120,,,,
270,11/21/18 06:41:30 AM,33041.7,30810.4,52.59,41503.4,26.5905,,,,
271,11/21/18 06:51:30 AM,33041.7,30829.8,52.59,41529.4,26.6090,,,,
272,11/21/18 07:01:30 AM,33041.7,30842.7,52.61,41536.6,26.6141,,,,
273,11/21/18 07:11:30 AM,33041.7,30820.1,52.59,41516.4,26.5997,,,,
274,11/21/18 07:21:30 AM,33041.7,30855.6,52.59,41563.9,26.6335,,,,
275,11/21/18 07:31:30 AM,33041.7,30868.6,52.59,41581.3,26.6459,,,,
276,11/21/18 07:41:30 AM,33041.7,30846.0,52.57,41561.1,26.6316,,,,
277,11/21/18 07:51:30 AM,33041.7,30849.2,52.57,41565.4,26.6346,,,,
278,11/21/18 08:01:30 AM,33041.7,30836.3,52.57,41548.1,26.6223,,,,
279,11/21/18 08:11:30 AM,33041.7,30865.3,52.59,41576.9,26.6428,,,,
280,11/21/18 08:21:30 AM,33041.7,30849.2,52.59,41555.3,26.6274,,,,
281,11/21/18 08:31:30 AM,33041.7,30878.3,52.57,41604.3,26.6624,,,,
282,11/21/18 08:41:30 AM,33041.7,30855.6,52.59,41563.9,26.6335,,,,
283,11/21/18 08:51:30 AM,33041.7,30878.3,52.59,41594.2,26.6552,,,,
284,11/21/18 09:01:30 AM,33041.7,30875.1,52.59,41590.0,26.6521,,,,
285,11/21/18 09:11:30 AM,33041.7,30865.3,52.59,41576.9,26.6428,,,,
286,11/21/18 09:21:30 AM,33041.7,30868.6,52.61,41571.2,26.6388,,,,
287,11/21/18 09:31:30 AM,33041.7,30855.6,52.59,41563.9,26.6335,,,,
288,11/21/18 09:41:30 AM,33041.7,30852.4,52.59,41559.6,26.6305,,,,
289,11/21/18 09:51:30 AM,33041.7,30865.3,52.59,41576.9,26.6428,,,,
290,11/21/18 10:01:30 AM,33041.7,30855.6,52.59,41563.9,26.6335,,,,
291,11/21/18 10:11:30 AM,33041.7,30826.6,52.59,41525.1,26.6059,,,,
292,11/21/18 10:21:30 AM,33041.7,30839.5,52.59,41542.4,26.6182,,,,
293,11/21/18 10:31:30 AM,33041.7,30820.1,52.57,41526.5,26.6069,,,,
294,11/21/18 10:41:30 AM,33041.7,30794.3,52.57,41492.0,26.5823,,,,
295,11/21/18 10:51:30 AM,33041.7,30794.3,52.56,41502.0,26.5895,,,,
296,11/21/18 11:01:30 AM,33041.7,30781.4,52.57,41474.7,26.5700,,,,
297,11/21/18 11:11:30 AM,33041.7,30778.2,52.57,41470.4,26.5669,,,,
298,11/21/18 11:21:30 AM,33041.7,30784.7,52.56,41489.2,26.5803,,,,
299,11/21/18 11:31:30 AM,33041.7,30765.4,52.56,41463.3,26.5619,,,,
300,11/21/18 11:41:30 AM,33041.7,30765.4,52.52,41483.5,26.5762,,,,
301,11/21/18 11:51:30 AM,33041.7,30778.2,52.52,41500.6,26.5884,,,,
302,11/21/18 12:01:30 PM,33041.7,30714.0,52.52,41414.7,26.5272,,,,
303,11/21/18 12:11:30 PM,33041.7,30768.6,52.52,41487.7,26.5793,,,,
304,11/21/18 12:21:30 PM,33041.7,30755.7,52.52,41470.5,26.5670,,,,
