"Plot Title: 06-28MAY19_20454092_DO_Logger"
"#","Date Time, GMT-07:00","DO conc, mg/L (LGR S/N: 20454092, SEN S/N: 20454092)","Temp, °C (LGR S/N: 20454092, SEN S/N: 20454092)","DO Adj Conc, mg/L (LGR S/N: 20454092)","DO Percent Sat, % (LGR S/N: 20454092)","Expired Sensor Cap (LGR S/N: 20454092)","Coupler Attached (LGR S/N: 20454092)","Stopped (LGR S/N: 20454092)","End Of File (LGR S/N: 20454092)"
723,05/12/19 11:45:49 AM,11.33,9.92,11.33,99.3,,,,
724,05/12/19 11:55:49 AM,11.33,9.92,11.33,99.3,,,,
725,05/12/19 12:05:49 PM,11.33,9.92,11.33,99.3,,,,
726,05/12/19 12:15:49 PM,11.33,9.92,11.33,99.3,,,,
727,05/12/19 12:25:49 PM,11.33,9.92,11.33,99.3,,,,
728,05/12/19 12:35:49 PM,11.33,9.92,11.33,99.3,,,,
729,05/12/19 12:45:49 PM,11.34,9.94,11.34,99.4,,,,
730,05/12/19 12:55:49 PM,11.34,9.96,11.34,99.4,,,,
731,05/12/19 01:05:49 PM,11.34,10.00,11.34,99.5,,,,
732,05/12/19 01:15:49 PM,11.34,10.04,11.34,99.6,,,,
733,05/12/19 01:25:49 PM,11.33,10.08,11.33,99.6,,,,
734,05/12/19 01:35:49 PM,11.32,10.14,11.32,99.7,,,,
735,05/12/19 01:45:49 PM,11.31,10.16,11.31,99.6,,,,
736,05/12/19 01:55:49 PM,11.31,10.20,11.31,99.7,,,,
737,05/12/19 02:05:49 PM,11.31,10.24,11.31,99.8,,,,
738,05/12/19 02:15:49 PM,11.30,10.28,11.30,99.8,,,,
739,05/12/19 02:25:49 PM,11.28,10.32,11.28,99.8,,,,
740,05/12/19 02:35:49 PM,11.28,10.34,11.28,99.8,,,,
741,05/12/19 02:45:49 PM,11.28,10.38,11.28,99.9,,,,
742,05/12/19 02:55:49 PM,11.26,10.40,11.26,99.8,,,,
743,05/12/19 03:05:49 PM,11.27,10.44,11.27,99.9,,,,
744,05/12/19 03:15:49 PM,11.26,10.46,11.26,99.9,,,,
745,05/12/19 03:25:49 PM,11.26,10.48,11.26,100.0,,,,
746,05/12/19 03:35:49 PM,11.26,10.50,11.26,100.0,,,,
747,05/12/19 03:45:49 PM,11.25,10.50,11.25,99.9,,,,
748,05/12/19 03:55:49 PM,11.24,10.50,11.24,99.8,,,,
749,05/12/19 04:05:49 PM,11.23,10.50,11.23,99.7,,,,
750,05/12/19 04:15:49 PM,11.23,10.48,11.23,99.7,,,,
751,05/12/19 04:25:49 PM,11.23,10.48,11.23,99.7,,,,
752,05/12/19 04:35:49 PM,11.25,10.48,11.25,99.9,,,,
753,05/12/19 04:45:49 PM,11.25,10.48,11.25,99.9,,,,
754,05/12/19 04:55:49 PM,11.25,10.48,11.25,99.9,,,,
755,05/12/19 05:05:49 PM,11.25,10.46,11.25,99.8,,,,
756,05/12/19 05:15:49 PM,11.25,10.46,11.25,99.8,,,,
757,05/12/19 05:25:49 PM,11.24,10.44,11.24,99.7,,,,
758,05/12/19 05:35:49 PM,11.23,10.42,11.23,99.5,,,,
759,05/12/19 05:45:49 PM,11.25,10.40,11.25,99.7,,,,
760,05/12/19 05:55:49 PM,11.24,10.40,11.24,99.6,,,,
761,05/12/19 06:05:49 PM,11.25,10.40,11.25,99.7,,,,
762,05/12/19 06:15:49 PM,11.27,10.40,11.27,99.9,,,,
763,05/12/19 06:25:49 PM,11.24,10.40,11.24,99.6,,,,
764,05/12/19 06:35:49 PM,11.25,10.40,11.25,99.7,,,,
765,05/12/19 06:45:49 PM,11.25,10.38,11.25,99.6,,,,
766,05/12/19 06:55:49 PM,11.26,10.38,11.26,99.7,,,,
767,05/12/19 07:05:49 PM,11.25,10.38,11.25,99.6,,,,
768,05/12/19 07:15:49 PM,11.25,10.36,11.25,99.6,,,,
769,05/12/19 07:25:49 PM,11.25,10.36,11.25,99.6,,,,
770,05/12/19 07:35:49 PM,11.25,10.34,11.25,99.5,,,,
771,05/12/19 07:45:49 PM,11.24,10.34,11.24,99.4,,,,
772,05/12/19 07:55:49 PM,11.26,10.32,11.26,99.6,,,,
773,05/12/19 08:05:49 PM,11.26,10.30,11.26,99.5,,,,
774,05/12/19 08:15:49 PM,11.27,10.28,11.27,99.6,,,,
775,05/12/19 08:25:49 PM,11.26,10.26,11.26,99.4,,,,
776,05/12/19 08:35:49 PM,11.26,10.22,11.26,99.3,,,,
777,05/12/19 08:45:49 PM,11.26,10.20,11.26,99.3,,,,
778,05/12/19 08:55:49 PM,11.24,10.14,11.24,99.0,,,,
779,05/12/19 09:05:49 PM,11.26,10.12,11.26,99.1,,,,
780,05/12/19 09:15:49 PM,11.28,10.08,11.28,99.2,,,,
781,05/12/19 09:25:49 PM,11.27,10.04,11.27,99.0,,,,
782,05/12/19 09:35:49 PM,11.27,10.00,11.27,98.9,,,,
783,05/12/19 09:45:49 PM,11.28,9.98,11.28,99.0,,,,
784,05/12/19 09:55:49 PM,11.28,9.94,11.28,98.9,,,,
785,05/12/19 10:05:49 PM,11.30,9.92,11.30,99.0,,,,
786,05/12/19 10:15:49 PM,11.31,9.90,11.31,99.0,,,,
787,05/12/19 10:25:49 PM,11.31,9.88,11.31,99.0,,,,
788,05/12/19 10:35:49 PM,11.31,9.86,11.31,98.9,,,,
789,05/12/19 10:45:49 PM,11.32,9.86,11.32,99.0,,,,
790,05/12/19 10:55:49 PM,11.31,9.86,11.31,98.9,,,,
791,05/12/19 11:05:49 PM,11.32,9.84,11.32,99.0,,,,
792,05/12/19 11:15:49 PM,11.31,9.86,11.31,98.9,,,,
793,05/12/19 11:25:49 PM,11.32,9.86,11.32,99.0,,,,
794,05/12/19 11:35:49 PM,11.31,9.86,11.31,98.9,,,,
795,05/12/19 11:45:49 PM,11.30,9.86,11.30,98.9,,,,
796,05/12/19 11:55:49 PM,11.31,9.86,11.31,98.9,,,,
797,05/13/19 12:05:49 AM,11.32,9.86,11.32,99.0,,,,
798,05/13/19 12:15:49 AM,11.31,9.84,11.31,98.9,,,,
799,05/13/19 12:25:49 AM,11.31,9.84,11.31,98.9,,,,
800,05/13/19 12:35:49 AM,11.32,9.86,11.32,99.0,,,,
801,05/13/19 12:45:49 AM,11.33,9.86,11.33,99.1,,,,
802,05/13/19 12:55:49 AM,11.31,9.88,11.31,99.0,,,,
803,05/13/19 01:05:49 AM,11.31,9.88,11.31,99.0,,,,
804,05/13/19 01:15:49 AM,11.32,9.90,11.32,99.1,,,,
805,05/13/19 01:25:49 AM,11.31,9.90,11.31,99.0,,,,
806,05/13/19 01:35:49 AM,11.31,9.92,11.31,99.1,,,,
807,05/13/19 01:45:49 AM,11.31,9.92,11.31,99.1,,,,
808,05/13/19 01:55:49 AM,11.30,9.92,11.30,99.0,,,,
809,05/13/19 02:05:49 AM,11.30,9.92,11.30,99.0,,,,
810,05/13/19 02:15:49 AM,11.32,9.92,11.32,99.2,,,,
811,05/13/19 02:25:49 AM,11.30,9.90,11.30,99.0,,,,
812,05/13/19 02:35:49 AM,11.32,9.88,11.32,99.1,,,,
813,05/13/19 02:45:49 AM,11.31,9.86,11.31,98.9,,,,
814,05/13/19 02:55:49 AM,11.32,9.84,11.32,99.0,,,,
815,05/13/19 03:05:49 AM,11.32,9.84,11.32,99.0,,,,
816,05/13/19 03:15:49 AM,11.31,9.84,11.31,98.9,,,,
817,05/13/19 03:25:49 AM,11.31,9.82,11.31,98.9,,,,
818,05/13/19 03:35:49 AM,11.32,9.82,11.32,98.9,,,,
819,05/13/19 03:45:49 AM,11.32,9.82,11.32,98.9,,,,
820,05/13/19 03:55:49 AM,11.33,9.84,11.33,99.1,,,,
821,05/13/19 04:05:49 AM,11.32,9.84,11.32,99.0,,,,
822,05/13/19 04:15:49 AM,11.33,9.84,11.33,99.1,,,,
823,05/13/19 04:25:49 AM,11.34,9.86,11.34,99.2,,,,
824,05/13/19 04:35:49 AM,11.32,9.86,11.32,99.0,,,,
825,05/13/19 04:45:49 AM,11.32,9.88,11.32,99.1,,,,
826,05/13/19 04:55:49 AM,11.33,9.90,11.33,99.2,,,,
827,05/13/19 05:05:49 AM,11.33,9.92,11.33,99.3,,,,
828,05/13/19 05:15:49 AM,11.33,9.94,11.33,99.3,,,,
829,05/13/19 05:25:49 AM,11.32,9.94,11.32,99.2,,,,
830,05/13/19 05:35:49 AM,11.32,9.96,11.32,99.3,,,,
831,05/13/19 05:45:49 AM,11.33,9.98,11.33,99.4,,,,
832,05/13/19 05:55:49 AM,11.31,9.98,11.31,99.2,,,,
833,05/13/19 06:05:49 AM,11.31,10.00,11.31,99.3,,,,
834,05/13/19 06:15:49 AM,11.32,10.02,11.32,99.4,,,,
835,05/13/19 06:25:49 AM,11.32,10.02,11.32,99.4,,,,
836,05/13/19 06:35:49 AM,11.31,10.04,11.31,99.4,,,,
837,05/13/19 06:45:49 AM,11.33,10.06,11.33,99.6,,,,
838,05/13/19 06:55:49 AM,11.30,10.08,11.30,99.4,,,,
839,05/13/19 07:05:49 AM,11.32,10.10,11.32,99.6,,,,
840,05/13/19 07:15:49 AM,11.31,10.14,11.31,99.6,,,,
841,05/13/19 07:25:49 AM,11.31,10.16,11.31,99.6,,,,
842,05/13/19 07:35:49 AM,11.30,10.20,11.30,99.7,,,,
843,05/13/19 07:45:49 AM,11.30,10.24,11.30,99.7,,,,
844,05/13/19 07:55:49 AM,11.30,10.24,11.30,99.7,,,,
845,05/13/19 08:05:49 AM,11.30,10.26,11.30,99.8,,,,
846,05/13/19 08:15:49 AM,11.29,10.26,11.29,99.7,,,,
847,05/13/19 08:25:49 AM,11.30,10.24,11.30,99.7,,,,
848,05/13/19 08:35:49 AM,11.29,10.22,11.29,99.6,,,,
849,05/13/19 08:45:49 AM,11.29,10.20,11.29,99.6,,,,
850,05/13/19 08:55:49 AM,11.29,10.18,11.29,99.5,,,,
851,05/13/19 09:05:49 AM,11.30,10.18,11.30,99.6,,,,
852,05/13/19 09:15:49 AM,11.31,10.18,11.31,99.7,,,,
853,05/13/19 09:25:49 AM,11.31,10.18,11.31,99.7,,,,
854,05/13/19 09:35:49 AM,11.29,10.18,11.29,99.5,,,,
855,05/13/19 09:45:49 AM,11.31,10.16,11.31,99.6,,,,
856,05/13/19 09:55:49 AM,11.31,10.14,11.31,99.6,,,,
857,05/13/19 10:05:49 AM,11.30,10.12,11.30,99.5,,,,
858,05/13/19 10:15:49 AM,11.32,10.10,11.32,99.6,,,,
859,05/13/19 10:25:49 AM,11.33,10.10,11.33,99.7,,,,
860,05/13/19 10:35:49 AM,11.32,10.10,11.32,99.6,,,,
861,05/13/19 10:45:49 AM,11.33,10.12,11.33,99.7,,,,
862,05/13/19 10:55:49 AM,11.31,10.12,11.31,99.6,,,,
863,05/13/19 11:05:49 AM,11.33,10.10,11.33,99.7,,,,
864,05/13/19 11:15:49 AM,11.31,10.10,11.31,99.5,,,,
865,05/13/19 11:25:49 AM,11.30,10.08,11.30,99.4,,,,
866,05/13/19 11:35:49 AM,11.32,10.06,11.32,99.5,,,,
867,05/13/19 11:45:49 AM,11.32,10.04,11.32,99.5,,,,
868,05/13/19 11:55:49 AM,11.31,10.04,11.31,99.4,,,,
869,05/13/19 12:05:49 PM,11.31,10.02,11.31,99.3,,,,
870,05/13/19 12:15:49 PM,11.33,10.02,11.33,99.5,,,,
871,05/13/19 12:25:49 PM,11.32,10.04,11.32,99.5,,,,
872,05/13/19 12:35:49 PM,11.32,10.04,11.32,99.5,,,,
873,05/13/19 12:45:49 PM,11.33,10.08,11.33,99.6,,,,
874,05/13/19 12:55:49 PM,11.31,10.10,11.31,99.5,,,,
875,05/13/19 01:05:49 PM,11.32,10.14,11.32,99.7,,,,
876,05/13/19 01:15:49 PM,11.31,10.16,11.31,99.6,,,,
877,05/13/19 01:25:49 PM,11.32,10.18,11.32,99.8,,,,
878,05/13/19 01:35:49 PM,11.31,10.22,11.31,99.8,,,,
879,05/13/19 01:45:49 PM,11.30,10.24,11.30,99.7,,,,
880,05/13/19 01:55:49 PM,11.29,10.28,11.29,99.8,,,,
881,05/13/19 02:05:49 PM,11.28,10.32,11.28,99.8,,,,
882,05/13/19 02:15:49 PM,11.28,10.34,11.28,99.8,,,,
883,05/13/19 02:25:49 PM,11.29,10.36,11.29,99.9,,,,
884,05/13/19 02:35:49 PM,11.28,10.38,11.28,99.9,,,,
885,05/13/19 02:45:49 PM,11.27,10.40,11.27,99.9,,,,
886,05/13/19 02:55:49 PM,11.26,10.40,11.26,99.8,,,,
887,05/13/19 03:05:49 PM,11.25,10.40,11.25,99.7,,,,
888,05/13/19 03:15:49 PM,11.27,10.40,11.27,99.9,,,,
889,05/13/19 03:25:49 PM,11.26,10.40,11.26,99.8,,,,
890,05/13/19 03:35:49 PM,11.26,10.40,11.26,99.8,,,,
891,05/13/19 03:45:49 PM,11.26,10.42,11.26,99.8,,,,
892,05/13/19 03:55:49 PM,11.26,10.44,11.26,99.9,,,,
893,05/13/19 04:05:49 PM,11.25,10.46,11.25,99.8,,,,
894,05/13/19 04:15:49 PM,11.25,10.48,11.25,99.9,,,,
895,05/13/19 04:25:49 PM,11.24,10.50,11.24,99.8,,,,
896,05/13/19 04:35:49 PM,11.25,10.52,11.25,100.0,,,,
897,05/13/19 04:45:49 PM,11.24,10.54,11.24,99.9,,,,
898,05/13/19 04:55:49 PM,11.23,10.56,11.23,99.9,,,,
899,05/13/19 05:05:49 PM,11.23,10.58,11.23,99.9,,,,
900,05/13/19 05:15:49 PM,11.22,10.60,11.22,99.9,,,,
901,05/13/19 05:25:49 PM,11.23,10.60,11.23,100.0,,,,
902,05/13/19 05:35:49 PM,11.23,10.60,11.23,100.0,,,,
903,05/13/19 05:45:49 PM,11.22,10.60,11.22,99.9,,,,
904,05/13/19 05:55:49 PM,11.23,10.58,11.23,99.9,,,,
905,05/13/19 06:05:49 PM,11.23,10.58,11.23,99.9,,,,
906,05/13/19 06:15:49 PM,11.23,10.58,11.23,99.9,,,,
907,05/13/19 06:25:49 PM,11.21,10.60,11.21,99.8,,,,
908,05/13/19 06:35:49 PM,11.23,10.60,11.23,100.0,,,,
909,05/13/19 06:45:49 PM,11.22,10.58,11.22,99.8,,,,
910,05/13/19 06:55:49 PM,11.21,10.56,11.21,99.7,,,,
911,05/13/19 07:05:49 PM,11.22,10.54,11.22,99.7,,,,
912,05/13/19 07:15:49 PM,11.21,10.52,11.21,99.6,,,,
913,05/13/19 07:25:49 PM,11.22,10.48,11.22,99.6,,,,
914,05/13/19 07:35:49 PM,11.22,10.46,11.22,99.6,,,,
915,05/13/19 07:45:49 PM,11.22,10.44,11.22,99.5,,,,
916,05/13/19 07:55:49 PM,11.23,10.42,11.23,99.5,,,,
917,05/13/19 08:05:49 PM,11.22,10.40,11.22,99.4,,,,
918,05/13/19 08:15:49 PM,11.22,10.40,11.22,99.4,,,,
919,05/13/19 08:25:49 PM,11.22,10.38,11.22,99.4,,,,
920,05/13/19 08:35:49 PM,11.22,10.38,11.22,99.4,,,,
921,05/13/19 08:45:49 PM,11.23,10.38,11.23,99.5,,,,
922,05/13/19 08:55:49 PM,11.22,10.36,11.22,99.3,,,,
923,05/13/19 09:05:49 PM,11.23,10.34,11.23,99.4,,,,
924,05/13/19 09:15:49 PM,11.23,10.32,11.23,99.3,,,,
925,05/13/19 09:25:49 PM,11.22,10.30,11.22,99.2,,,,
926,05/13/19 09:35:49 PM,11.24,10.26,11.24,99.3,,,,
927,05/13/19 09:45:49 PM,11.24,10.24,11.24,99.2,,,,
928,05/13/19 09:55:49 PM,11.25,10.22,11.25,99.3,,,,
929,05/13/19 10:05:49 PM,11.24,10.18,11.24,99.1,,,,
930,05/13/19 10:15:49 PM,11.24,10.14,11.24,99.0,,,,
931,05/13/19 10:25:49 PM,11.26,10.12,11.26,99.1,,,,
932,05/13/19 10:35:49 PM,11.26,10.08,11.26,99.0,,,,
933,05/13/19 10:45:49 PM,11.26,10.06,11.26,99.0,,,,
934,05/13/19 10:55:49 PM,11.26,10.04,11.26,98.9,,,,
935,05/13/19 11:05:49 PM,11.26,10.04,11.26,98.9,,,,
936,05/13/19 11:15:49 PM,11.27,10.02,11.27,99.0,,,,
937,05/13/19 11:25:49 PM,11.27,9.98,11.27,98.9,,,,
938,05/13/19 11:35:49 PM,11.28,9.96,11.28,98.9,,,,
939,05/13/19 11:45:49 PM,11.29,9.94,11.29,99.0,,,,
940,05/13/19 11:55:49 PM,11.29,9.94,11.29,99.0,,,,
941,05/14/19 12:05:49 AM,11.28,9.94,11.28,98.9,,,,
942,05/14/19 12:15:49 AM,11.29,9.92,11.29,98.9,,,,
943,05/14/19 12:25:49 AM,11.27,9.92,11.27,98.7,,,,
944,05/14/19 12:35:49 AM,11.30,9.90,11.30,99.0,,,,
945,05/14/19 12:45:49 AM,11.30,9.88,11.30,98.9,,,,
946,05/14/19 12:55:49 AM,11.30,9.88,11.30,98.9,,,,
947,05/14/19 01:05:49 AM,11.29,9.88,11.29,98.8,,,,
948,05/14/19 01:15:49 AM,11.31,9.88,11.31,99.0,,,,
949,05/14/19 01:25:49 AM,11.29,9.88,11.29,98.8,,,,
950,05/14/19 01:35:49 AM,11.28,9.88,11.28,98.7,,,,
951,05/14/19 01:45:49 AM,11.29,9.88,11.29,98.8,,,,
952,05/14/19 01:55:49 AM,11.30,9.88,11.30,98.9,,,,
953,05/14/19 02:05:49 AM,11.30,9.90,11.30,99.0,,,,
954,05/14/19 02:15:49 AM,11.29,9.90,11.29,98.9,,,,
955,05/14/19 02:25:49 AM,11.29,9.88,11.29,98.8,,,,
956,05/14/19 02:35:49 AM,11.30,9.88,11.30,98.9,,,,
957,05/14/19 02:45:49 AM,11.29,9.86,11.29,98.8,,,,
958,05/14/19 02:55:49 AM,11.29,9.84,11.29,98.7,,,,
959,05/14/19 03:05:49 AM,11.29,9.84,11.29,98.7,,,,
960,05/14/19 03:15:49 AM,11.29,9.82,11.29,98.7,,,,
961,05/14/19 03:25:49 AM,11.29,9.80,11.29,98.6,,,,
962,05/14/19 03:35:49 AM,11.29,9.82,11.29,98.7,,,,
963,05/14/19 03:45:49 AM,11.30,9.82,11.30,98.8,,,,
964,05/14/19 03:55:49 AM,11.29,9.82,11.29,98.7,,,,
965,05/14/19 04:05:49 AM,11.28,9.82,11.28,98.6,,,,
966,05/14/19 04:15:49 AM,11.29,9.84,11.29,98.7,,,,
967,05/14/19 04:25:49 AM,11.29,9.84,11.29,98.7,,,,
968,05/14/19 04:35:49 AM,11.29,9.86,11.29,98.8,,,,
969,05/14/19 04:45:49 AM,11.29,9.86,11.29,98.8,,,,
970,05/14/19 04:55:49 AM,11.28,9.88,11.28,98.7,,,,
971,05/14/19 05:05:49 AM,11.29,9.90,11.29,98.9,,,,
972,05/14/19 05:15:49 AM,11.28,9.90,11.28,98.8,,,,
973,05/14/19 05:25:49 AM,11.28,9.92,11.28,98.8,,,,
974,05/14/19 05:35:49 AM,11.28,9.94,11.28,98.9,,,,
975,05/14/19 05:45:49 AM,11.28,9.96,11.28,98.9,,,,
976,05/14/19 05:55:49 AM,11.30,10.00,11.30,99.2,,,,
977,05/14/19 06:05:49 AM,11.27,10.04,11.27,99.0,,,,
978,05/14/19 06:15:49 AM,11.27,10.06,11.27,99.1,,,,
979,05/14/19 06:25:49 AM,11.26,10.10,11.26,99.1,,,,
980,05/14/19 06:35:49 AM,11.27,10.14,11.27,99.2,,,,
981,05/14/19 06:45:49 AM,11.26,10.18,11.26,99.3,,,,
982,05/14/19 06:55:49 AM,11.25,10.20,11.25,99.2,,,,
983,05/14/19 07:05:49 AM,11.23,10.24,11.23,99.1,,,,
984,05/14/19 07:15:49 AM,11.24,10.28,11.24,99.3,,,,
985,05/14/19 07:25:49 AM,11.23,10.34,11.23,99.4,,,,
986,05/14/19 07:35:49 AM,11.22,10.40,11.22,99.4,,,,
987,05/14/19 07:45:49 AM,11.21,10.46,11.21,99.5,,,,
988,05/14/19 07:55:49 AM,11.21,10.52,11.21,99.6,,,,
989,05/14/19 08:05:49 AM,11.19,10.56,11.19,99.5,,,,
990,05/14/19 08:15:49 AM,11.18,10.58,11.18,99.5,,,,
991,05/14/19 08:25:49 AM,11.19,10.58,11.19,99.6,,,,
992,05/14/19 08:35:49 AM,11.20,10.56,11.20,99.6,,,,
993,05/14/19 08:45:49 AM,11.19,10.52,11.19,99.4,,,,
994,05/14/19 08:55:49 AM,11.19,10.48,11.19,99.3,,,,
995,05/14/19 09:05:49 AM,11.19,10.46,11.19,99.3,,,,
996,05/14/19 09:15:49 AM,11.21,10.44,11.21,99.4,,,,
997,05/14/19 09:25:49 AM,11.21,10.40,11.21,99.3,,,,
998,05/14/19 09:35:49 AM,11.23,10.38,11.23,99.5,,,,
999,05/14/19 09:45:49 AM,11.22,10.34,11.22,99.3,,,,
1000,05/14/19 09:55:49 AM,11.23,10.30,11.23,99.3,,,,
1001,05/14/19 10:05:49 AM,11.25,10.24,11.25,99.3,,,,
1002,05/14/19 10:15:49 AM,11.24,10.22,11.24,99.2,,,,
1003,05/14/19 10:25:49 AM,11.25,10.22,11.25,99.3,,,,
1004,05/14/19 10:35:49 AM,11.26,10.22,11.26,99.3,,,,
1005,05/14/19 10:45:49 AM,11.27,10.22,11.27,99.4,,,,
1006,05/14/19 10:55:49 AM,11.26,10.22,11.26,99.3,,,,
1007,05/14/19 11:05:49 AM,11.26,10.22,11.26,99.3,,,,
1008,05/14/19 11:15:49 AM,11.27,10.24,11.27,99.5,,,,
1009,05/14/19 11:25:49 AM,11.27,10.24,11.27,99.5,,,,
1010,05/14/19 11:35:49 AM,11.27,10.26,11.27,99.5,,,,
1011,05/14/19 11:45:49 AM,11.26,10.28,11.26,99.5,,,,
1012,05/14/19 11:55:49 AM,11.26,10.26,11.26,99.4,,,,
1013,05/14/19 12:05:49 PM,11.26,10.26,11.26,99.4,,,,
1014,05/14/19 12:15:49 PM,11.27,10.24,11.27,99.5,,,,
1015,05/14/19 12:25:49 PM,11.27,10.22,11.27,99.4,,,,
1016,05/14/19 12:35:49 PM,11.27,10.22,11.27,99.4,,,,
1017,05/14/19 12:45:49 PM,11.26,10.22,11.26,99.3,,,,
1018,05/14/19 12:55:49 PM,11.27,10.20,11.27,99.4,,,,
1019,05/14/19 01:05:49 PM,11.28,10.20,11.28,99.5,,,,
1020,05/14/19 01:15:49 PM,11.27,10.20,11.27,99.4,,,,
1021,05/14/19 01:25:49 PM,11.28,10.20,11.28,99.5,,,,
1022,05/14/19 01:35:49 PM,11.28,10.18,11.28,99.4,,,,
1023,05/14/19 01:45:49 PM,11.27,10.18,11.27,99.3,,,,
1024,05/14/19 01:55:49 PM,11.28,10.18,11.28,99.4,,,,
1025,05/14/19 02:05:49 PM,11.28,10.18,11.28,99.4,,,,
1026,05/14/19 02:15:49 PM,11.28,10.16,11.28,99.4,,,,
1027,05/14/19 02:25:49 PM,11.28,10.18,11.28,99.4,,,,
1028,05/14/19 02:35:49 PM,11.28,10.20,11.28,99.5,,,,
1029,05/14/19 02:45:49 PM,11.27,10.24,11.27,99.5,,,,
1030,05/14/19 02:55:49 PM,11.28,10.28,11.28,99.7,,,,
1031,05/14/19 03:05:49 PM,11.27,10.32,11.27,99.7,,,,
1032,05/14/19 03:15:49 PM,11.27,10.36,11.27,99.8,,,,
1033,05/14/19 03:25:49 PM,11.24,10.40,11.24,99.6,,,,
1034,05/14/19 03:35:49 PM,11.26,10.44,11.26,99.9,,,,
1035,05/14/19 03:45:49 PM,11.23,10.46,11.23,99.6,,,,
1036,05/14/19 03:55:49 PM,11.23,10.48,11.23,99.7,,,,
1037,05/14/19 04:05:49 PM,11.23,10.50,11.23,99.7,,,,
1038,05/14/19 04:15:49 PM,11.23,10.52,11.23,99.8,,,,
1039,05/14/19 04:25:49 PM,11.23,10.52,11.23,99.8,,,,
1040,05/14/19 04:35:49 PM,11.22,10.54,11.22,99.7,,,,
1041,05/14/19 04:45:49 PM,11.24,10.54,11.24,99.9,,,,
1042,05/14/19 04:55:49 PM,11.23,10.54,11.23,99.8,,,,
1043,05/14/19 05:05:49 PM,11.23,10.56,11.23,99.9,,,,
1044,05/14/19 05:15:49 PM,11.23,10.60,11.23,100.0,,,,
1045,05/14/19 05:25:49 PM,11.23,10.64,11.23,100.1,,,,
1046,05/14/19 05:35:49 PM,11.22,10.68,11.22,100.1,,,,
1047,05/14/19 05:45:49 PM,11.21,10.72,11.21,100.1,,,,
1048,05/14/19 05:55:49 PM,11.20,10.74,11.20,100.0,,,,
1049,05/14/19 06:05:49 PM,11.20,10.76,11.20,100.1,,,,
1050,05/14/19 06:15:49 PM,11.20,10.78,11.20,100.1,,,,
1051,05/14/19 06:25:49 PM,11.18,10.80,11.18,100.0,,,,
1052,05/14/19 06:35:49 PM,11.19,10.80,11.19,100.1,,,,
1053,05/14/19 06:45:49 PM,11.20,10.78,11.20,100.1,,,,
1054,05/14/19 06:55:49 PM,11.18,10.78,11.18,99.9,,,,
1055,05/14/19 07:05:49 PM,11.18,10.76,11.18,99.9,,,,
1056,05/14/19 07:15:49 PM,11.18,10.74,11.18,99.8,,,,
1057,05/14/19 07:25:49 PM,11.18,10.70,11.18,99.8,,,,
1058,05/14/19 07:35:49 PM,11.19,10.66,11.19,99.7,,,,
1059,05/14/19 07:45:49 PM,11.19,10.60,11.19,99.6,,,,
1060,05/14/19 07:55:49 PM,11.20,10.56,11.20,99.6,,,,
1061,05/14/19 08:05:49 PM,11.19,10.50,11.19,99.4,,,,
1062,05/14/19 08:15:49 PM,11.21,10.46,11.21,99.5,,,,
1063,05/14/19 08:25:49 PM,11.21,10.42,11.21,99.4,,,,
1064,05/14/19 08:35:49 PM,11.23,10.38,11.23,99.5,,,,
1065,05/14/19 08:45:49 PM,11.24,10.34,11.24,99.4,,,,
1066,05/14/19 08:55:49 PM,11.24,10.30,11.24,99.4,,,,
1067,05/14/19 09:05:49 PM,11.25,10.28,11.25,99.4,,,,
1068,05/14/19 09:15:49 PM,11.25,10.26,11.25,99.4,,,,
1069,05/14/19 09:25:49 PM,11.25,10.28,11.25,99.4,,,,
1070,05/14/19 09:35:49 PM,11.24,10.30,11.24,99.4,,,,
1071,05/14/19 09:45:49 PM,11.25,10.32,11.25,99.5,,,,
1072,05/14/19 09:55:49 PM,11.24,10.34,11.24,99.4,,,,
1073,05/14/19 10:05:49 PM,11.24,10.34,11.24,99.4,,,,
1074,05/14/19 10:15:49 PM,11.25,10.32,11.25,99.5,,,,
1075,05/14/19 10:25:49 PM,11.25,10.30,11.25,99.4,,,,
1076,05/14/19 10:35:49 PM,11.26,10.28,11.26,99.5,,,,
1077,05/14/19 10:45:49 PM,11.25,10.24,11.25,99.3,,,,
1078,05/14/19 10:55:49 PM,11.26,10.20,11.26,99.3,,,,
1079,05/14/19 11:05:49 PM,11.27,10.18,11.27,99.3,,,,
1080,05/14/19 11:15:49 PM,11.27,10.16,11.27,99.3,,,,
1081,05/14/19 11:25:49 PM,11.28,10.12,11.28,99.3,,,,
1082,05/14/19 11:35:49 PM,11.27,10.10,11.27,99.2,,,,
1083,05/14/19 11:45:49 PM,11.29,10.06,11.29,99.2,,,,
1084,05/14/19 11:55:49 PM,11.28,10.04,11.28,99.1,,,,
1085,05/15/19 12:05:49 AM,11.30,10.02,11.30,99.2,,,,
1086,05/15/19 12:15:49 AM,11.29,9.98,11.29,99.1,,,,
1087,05/15/19 12:25:49 AM,11.29,9.94,11.29,99.0,,,,
1088,05/15/19 12:35:49 AM,11.30,9.92,11.30,99.0,,,,
1089,05/15/19 12:45:49 AM,11.31,9.90,11.31,99.0,,,,
1090,05/15/19 12:55:49 AM,11.31,9.88,11.31,99.0,,,,
1091,05/15/19 01:05:49 AM,11.32,9.88,11.32,99.1,,,,
