"Plot Title: 20454092_DO_logger"
"#","Date Time, GMT-07:00","DO conc, mg/L (LGR S/N: 20454092, SEN S/N: 20454092)","Temp, °C (LGR S/N: 20454092, SEN S/N: 20454092)","Coupler Attached (LGR S/N: 20454092)","Stopped (LGR S/N: 20454092)","End Of File (LGR S/N: 20454092)"
495,03/07/19 07:45:49 PM,11.49,8.42,,,
496,03/07/19 07:55:49 PM,11.50,8.40,,,
497,03/07/19 08:05:49 PM,11.51,8.40,,,
498,03/07/19 08:15:49 PM,11.52,8.38,,,
499,03/07/19 08:25:49 PM,11.52,8.38,,,
500,03/07/19 08:35:49 PM,11.53,8.36,,,
501,03/07/19 08:45:49 PM,11.54,8.36,,,
502,03/07/19 08:55:49 PM,11.54,8.36,,,
503,03/07/19 09:05:49 PM,11.54,8.36,,,
504,03/07/19 09:15:49 PM,11.54,8.34,,,
505,03/07/19 09:25:49 PM,11.56,8.34,,,
506,03/07/19 09:35:49 PM,11.56,8.32,,,
507,03/07/19 09:45:49 PM,11.57,8.32,,,
508,03/07/19 09:55:49 PM,11.58,8.30,,,
509,03/07/19 10:05:49 PM,11.58,8.30,,,
510,03/07/19 10:15:49 PM,11.58,8.30,,,
511,03/07/19 10:25:49 PM,11.59,8.28,,,
