experiment,unit,unit_number,date,pH,temp
Juvenile,Tank,5,05/08/19,----,----
Juvenile,Tank,5,05/09/19,----,----
Juvenile,Tank,5,05/10/19,----,----
Juvenile,Tank,5,05/11/19,----,----
Juvenile,Tank,5,05/12/19,----,----
Juvenile,Tank,5,05/13/19,----,----
Juvenile,Tank,5,05/15/19,----,----
Juvenile,Tank,5,05/16/19,----,----
Juvenile,Tank,5,05/17/19,----,----
Juvenile,Tank,5,05/18/19,----,----
Juvenile,Tank,5,05/19/19,----,----
Juvenile,Tank,5,05/20/19,----,----
Juvenile,Tank,5,05/21/19,----,----
Juvenile,Tank,5,05/22/19,----,----
Juvenile,Tank,5,05/23/19,----,----
Juvenile,Tank,5,05/24/19,----,----
Juvenile,Tank,5,05/25/19,----,----
Juvenile,Tank,5,05/26/19,----,----
Juvenile,Tank,5,05/27/19,----,----
Juvenile,Tank,5,05/28/19,----,----
Juvenile,Tank,5,05/29/19,----,----
Juvenile,Tank,5,05/30/19,----,----
Juvenile,Tank,5,05/31/19,----,----
Juvenile,Tank,5,06/01/19,----,----
Juvenile,Tank,5,06/02/19,----,----
Juvenile,Tank,5,06/03/19,----,----
Juvenile,Tank,5,06/04/19,----,----
Juvenile,Tank,5,06/05/19,----,----
Juvenile,Tank,5,06/06/19,----,----
Juvenile,Tank,5,06/07/19,----,----
Juvenile,Tank,5,06/08/19,----,----
Juvenile,Tank,5,06/09/19,----,----
Juvenile,Tank,5,06/10/19,----,----
Juvenile,Tank,5,06/11/19,----,----
Juvenile,Tank,5,06/12/19,----,----
Juvenile,Tank,5,06/13/19,----,----
Juvenile,Tank,5,06/14/19,----,----
Juvenile,Tank,5,06/16/19,----,----
Juvenile,Tank,5,06/17/19,----,----
Juvenile,Tank,5,06/18/19,----,----
Juvenile,Tank,5,06/19/19,----,----
Juvenile,Tank,5,06/20/19,----,----
Juvenile,Tank,5,06/21/19,----,----
Juvenile,Tank,5,06/22/19,----,----
Juvenile,Tank,5,06/23/19,----,----
Juvenile,Tank,5,06/24/19,----,----
Juvenile,Tank,5,06/25/19,----,----
Juvenile,Tank,5,07/01/19,----,----
Juvenile,Tank,5,07/02/19,----,----
Juvenile,Tank,5,07/03/19,----,----
Juvenile,Tank,5,07/06/19,----,----
Juvenile,Tank,5,07/07/19,----,----
Juvenile,Tank,5,07/08/19,----,----
Juvenile,Tank,5,07/09/19,----,----
Juvenile,Tank,5,07/10/19,----,----
Juvenile,Tank,5,07/11/19,----,----
