experiment,unit,unit_number,date,pH,temp
Juvenile,Tank,1,11/24/18,7.79,11.2
Juvenile,Tank,1,11/25/18,7.78,11.3
Juvenile,Tank,1,11/26/18,7.77,11.5
Juvenile,Tank,1,11/27/18,7.77,11.4
Juvenile,Tank,1,11/28/18,7.79,11.2
Juvenile,Tank,1,11/29/18,7.76,11.2
Juvenile,Tank,1,11/30/18,7.77,11.3
Juvenile,Tank,1,12/1/18,7.77,11.1
Juvenile,Tank,1,12/2/18,7.74,11.1
Juvenile,Tank,1,12/3/18,7.79,10.8
Juvenile,Tank,1,12/4/18,7.75,10.9
Juvenile,Tank,1,12/5/18,7.74,10.5
Juvenile,Tank,1,12/6/18,7.76,10.5
Juvenile,Tank,1,12/8/18,7.77,10.5
Juvenile,Tank,1,12/9/18,7.78,10.2
Juvenile,Tank,1,12/10/18,7.77,10.3
Juvenile,Tank,1,12/11/18,7.79,10.1
Juvenile,Tank,1,12/12/18,7.78,10.1
Juvenile,Tank,1,12/13/18,7.75,10.6
Juvenile,Tank,1,12/14/18,7.74,10.5
Juvenile,Tank,1,12/15/18,7.73,10.2
Juvenile,Tank,1,12/16/18,7.75,10.5
Juvenile,Tank,1,12/17/18,7.75,10.4
Juvenile,Tank,1,12/18/18,7.78,10.4
Juvenile,Tank,1,12/19/18,7.77,10.2
Juvenile,Tank,1,12/20/18,7.86,10.3
Juvenile,Tank,1,12/21/18,7.82,10.1
Juvenile,Tank,1,12/22/18,7.78,9.8
Juvenile,Tank,1,12/23/18,7.75,9.9
Juvenile,Tank,1,12/24/18,7.75,9.7
Juvenile,Tank,1,12/26/18,7.77,9.5
Juvenile,Tank,1,12/28/18,7.79,9.2
Juvenile,Tank,1,12/29/18,7.78,9.6
Juvenile,Tank,1,12/30/18,7.82,9.1
Juvenile,Tank,1,12/31/18,7.81,9.5
Juvenile,Tank,1,1/2/19,7.81,8.8
Juvenile,Tank,1,1/3/19,7.81,9.2
Juvenile,Tank,1,1/4/19,7.82,9.3
Juvenile,Tank,1,1/5/19,7.82,9.3
Juvenile,Tank,1,1/6/19,7.78,9.3
Juvenile,Tank,1,1/7/19,7.82,9.1
Juvenile,Tank,1,1/8/19,7.81,9.2
Juvenile,Tank,1,1/9/19,7.8,9.4
Juvenile,Tank,1,1/10/19,7.81,9.5
Juvenile,Tank,1,1/11/19,7.81,9.3
Juvenile,Tank,1,1/12/19,7.79,9.3
Juvenile,Tank,1,1/13/19,7.8,9.1
Juvenile,Tank,1,1/14/19,7.81,9.1
Juvenile,Tank,1,1/15/19,7.79,8.9
Juvenile,Tank,1,1/16/19,7.79,8.8
Juvenile,Tank,1,1/17/19,7.81,9.1
Juvenile,Tank,1,1/18/19,7.82,9.2
Juvenile,Tank,1,1/19/19,7.79,9.1
Juvenile,Tank,1,1/20/19,7.82,9
Juvenile,Tank,1,1/21/19,7.8,9.3
Juvenile,Tank,1,1/22/19,7.79,9.3
Juvenile,Tank,1,1/23/19,7.78,9.2
Juvenile,Tank,1,1/24/19,7.78,9.1
Juvenile,Tank,1,1/25/19,7.81,9.2
Juvenile,Tank,1,1/26/19,7.81,9.1
Juvenile,Tank,1,1/27/19,7.79,9.1
Juvenile,Tank,1,1/28/19,7.8,9
Juvenile,Tank,1,1/29/19,7.8,9
Juvenile,Tank,1,1/30/19,7.82,9.1
Juvenile,Tank,1,1/31/19,7.81,9.2
Juvenile,Tank,1,2/1/19,7.81,9.2
Juvenile,Tank,1,2/3/19,7.81,8.8
Juvenile,Tank,1,2/4/19,7.82,8.6
Juvenile,Tank,1,2/5/19,7.81,8.7
Juvenile,Tank,1,2/6/19,7.8,8.7
Juvenile,Tank,1,2/7/19,7.83,8.4
Juvenile,Tank,1,2/8/19,7.83,8.4
Juvenile,Tank,1,2/11/19,7.81,8.7
Juvenile,Tank,1,2/12/19,7.82,8.7
Juvenile,Tank,1,2/13/19,7.84,8.1
Juvenile,Tank,1,2/14/19,7.84,8.2
Juvenile,Tank,1,2/15/19,7.82,8.8
Juvenile,Tank,1,2/16/19,7.84,8
Juvenile,Tank,1,2/17/19,7.82,7.7
Juvenile,Tank,1,2/18/19,7.82,7.7
Juvenile,Tank,1,2/19/19,7.82,7.9
Juvenile,Tank,1,2/20/19,7.83,7.9
Juvenile,Tank,1,2/21/19,7.82,7.5
Juvenile,Tank,1,2/22/19,7.82,7.6
Juvenile,Tank,1,2/23/19,7.82,8.6
Juvenile,Tank,1,2/24/19,7.85,8.4
Juvenile,Tank,1,2/25/19,7.83,8.4
Juvenile,Tank,1,2/26/19,7.81,8.4
Juvenile,Tank,1,2/27/19,7.82,8.4
Juvenile,Tank,1,3/1/19,7.82,8.6
Juvenile,Tank,1,3/2/19,7.81,8.4
Juvenile,Tank,1,3/3/19,7.83,8.4
Juvenile,Tank,1,3/4/19,7.83,7.9
Juvenile,Tank,1,3/5/19,7.83,8.4
Juvenile,Tank,1,3/6/19,7.82,8.1
Juvenile,Tank,1,3/7/19,7.82,8.5
Juvenile,Tank,1,3/8/19,7.88,7.9
Juvenile,Tank,1,3/9/19,7.94,8
Juvenile,Tank,1,3/10/19,7.86,8.1
Juvenile,Tank,1,3/12/19,7.88,8.2
Juvenile,Tank,1,3/13/19,7.87,8.1
Juvenile,Tank,1,3/14/19,7.94,8.6
Juvenile,Tank,1,3/15/19,7.89,8.6
Juvenile,Tank,1,3/16/19,7.85,8.3
Juvenile,Tank,1,3/17/19,7.83,8.7
Juvenile,Tank,1,3/18/19,7.84,8.5
Juvenile,Tank,1,3/19/19,7.84,8.9
Juvenile,Tank,1,3/20/19,7.84,8.5
Juvenile,Tank,1,3/22/19,7.92,8.4
Juvenile,Tank,1,3/23/19,7.6,8
Juvenile,Tank,1,3/24/19,7.99,8.9
Juvenile,Tank,1,3/25/19,7.91,9
Juvenile,Tank,1,3/26/19,7.88,8.6
Juvenile,Tank,1,3/27/19,7.92,8.4
Juvenile,Tank,1,3/28/19,7.9,8.5
Juvenile,Tank,1,3/29/19,7.88,8.5
Juvenile,Tank,1,3/30/19,7.92,8.6
Juvenile,Tank,1,3/31/19,7.91,8.8
Juvenile,Tank,1,4/1/19,7.91,8.6
Juvenile,Tank,1,4/2/19,7.9,8.5
Juvenile,Tank,1,4/3/19,7.87,8.7
Juvenile,Tank,1,4/4/19,7.98,9
Juvenile,Tank,1,4/5/19,8.05,9.3
Juvenile,Tank,1,4/6/19,7.94,8.4
Juvenile,Tank,1,4/7/19,8,9.2
Juvenile,Tank,1,4/8/19,7.95,9
Juvenile,Tank,1,4/10/19,7.89,8.7
Juvenile,Tank,1,4/11/19,7.94,8.8
Juvenile,Tank,1,4/12/19,7.96,8.9
Juvenile,Tank,1,4/13/19,7.98,8.9
Juvenile,Tank,1,4/17/19,8,9.3
Juvenile,Tank,1,4/18/19,8.8,9.5
Juvenile,Tank,1,4/19/19,7.96,9.4
Juvenile,Tank,1,4/20/19,7.8,9.5
Juvenile,Tank,1,4/21/19,7.9,9.4
Juvenile,Tank,1,4/22/19,7.98,9.3
Juvenile,Tank,1,4/23/19,8,9.4
Juvenile,Tank,1,4/24/19,7.99,9.3
Juvenile,Tank,1,4/25/19,7.99,9.3
Juvenile,Tank,1,4/26/19,7.99,9.6
Juvenile,Tank,1,4/27/19,7.97,9.4
Juvenile,Tank,1,4/28/19,7.96,9.6
Juvenile,Tank,1,4/29/19,7.97,9.4
Juvenile,Tank,1,4/30/19,7.96,9.5
Juvenile,Tank,1,5/1/19,7.96,9.3
Juvenile,Tank,1,5/2/19,7.98,9.5
Juvenile,Tank,1,5/3/19,7.94,9.4
Juvenile,Tank,1,5/4/19,7.96,10.2
Juvenile,Tank,1,5/5/19,7.96,10.1
Juvenile,Tank,1,5/6/19,7.98,10.6
Juvenile,Tank,1,5/7/19,7.97,10
Juvenile,Tank,1,5/8/19,8,10.4
Juvenile,Tank,1,5/9/19,7.99,9.9
Juvenile,Tank,1,5/10/19,8,10.3
Juvenile,Tank,1,5/11/19,7.9,9.9
Juvenile,Tank,1,5/12/19,8.02,10
Juvenile,Tank,1,5/13/19,8.04,10
Juvenile,Tank,1,5/15/19,8.07,10.7
Juvenile,Tank,1,5/16/19,7.99,10.2
Juvenile,Tank,1,5/17/19,8.03,10.3
Juvenile,Tank,1,5/18/19,8.01,10.3
Juvenile,Tank,1,5/19/19,8,10.1
Juvenile,Tank,1,5/20/19,7.97,9.9
Juvenile,Tank,1,5/21/19,8.01,10.1
Juvenile,Tank,1,5/22/19,8,10.1
Juvenile,Tank,1,5/23/19,8.01,10.8
Juvenile,Tank,1,5/24/19,8,10.3
Juvenile,Tank,1,5/25/19,8.8,10.4
Juvenile,Tank,1,5/26/19,8.01,10.4
Juvenile,Tank,1,5/27/19,8,10.5
Juvenile,Tank,1,5/28/19,8.02,10.6
Juvenile,Tank,1,5/29/19,8.08,11
Juvenile,Tank,1,5/30/19,8.08,11
Juvenile,Tank,1,5/31/19,8.02,10.5
Juvenile,Tank,1,6/1/19,8,10.7
Juvenile,Tank,1,6/2/19,7.97,10.7
Juvenile,Tank,1,6/3/19,7.97,10.8
Juvenile,Tank,1,6/4/19,7.95,10.7
Juvenile,Tank,1,6/5/19,7.99,10.5
Juvenile,Tank,1,6/6/19,8.04,10.9
Juvenile,Tank,1,6/7/19,8.2,10.9
Juvenile,Tank,1,6/8/19,8,10.8
Juvenile,Tank,1,6/9/19,8.06,11.1
Juvenile,Tank,1,6/10/19,8.06,11
Juvenile,Tank,1,6/11/19,8.06,11.2
Juvenile,Tank,1,6/12/19,8.01,11
Juvenile,Tank,1,6/13/19,8.03,11.1
Juvenile,Tank,1,6/14/19,8.03,11.5
Juvenile,Tank,1,6/16/19,8.03,11.9
Juvenile,Tank,1,6/17/19,8.02,11.8
Juvenile,Tank,1,6/18/19,8.04,11.3
Juvenile,Tank,1,6/19/19,8.07,11.6
Juvenile,Tank,1,6/20/19,8.06,11.6
Juvenile,Tank,1,6/21/19,8.05,11.3
Juvenile,Tank,1,6/22/19,8.1,11.7
Juvenile,Tank,1,6/23/19,8.07,11.5
Juvenile,Tank,1,6/24/19,8.05,11.4
Juvenile,Tank,1,6/25/19,7.23,11.7
Juvenile,Tank,1,7/1/19,8.03,12
Juvenile,Tank,1,7/2/19,8.01,11.4
Juvenile,Tank,1,7/3/19,7.99,11.6
Juvenile,Tank,1,7/6/19,8.03,12
Juvenile,Tank,1,7/7/19,8.05,12.2
Juvenile,Tank,1,7/8/19,7.6,12.3
Juvenile,Tank,1,7/9/19,7.57,12.4
Juvenile,Tank,1,7/10/19,8.05,12.5
Juvenile,Tank,1,7/11/19,8.04,12.2
