#,"Date Time, GMT-07:00","DO conc, mg/L (LGR S/N: 20454092, SEN S/N: 20454092)","Temp, °C (LGR S/N: 20454092, SEN S/N: 20454092)","DO Adj Conc, mg/L (LGR S/N: 20454092)","DO Percent Sat, % (LGR S/N: 20454092)"
165,3/12/19 10:35,11.62,8.34,,N/A
166,3/12/19 10:45,11.62,8.34,,N/A
167,3/12/19 10:55,11.61,8.36,,N/A
168,3/12/19 11:05,11.61,8.36,,N/A
169,3/12/19 11:15,11.62,8.36,,N/A
170,3/12/19 11:25,11.63,8.36,,N/A
171,3/12/19 11:35,11.64,8.36,,N/A
172,3/12/19 11:45,11.63,8.38,,N/A
173,3/12/19 11:55,11.65,8.38,,N/A
174,3/12/19 12:05,11.64,8.38,,N/A
175,3/12/19 12:15,11.64,8.38,,N/A
176,3/12/19 12:25,11.64,8.4,,N/A
177,3/12/19 12:35,11.65,8.4,,N/A
178,3/12/19 12:45,11.64,8.4,,N/A
179,3/12/19 12:55,11.66,8.42,,N/A
180,3/12/19 13:05,11.66,8.42,,N/A
181,3/12/19 13:15,11.67,8.42,,N/A
182,3/12/19 13:25,11.68,8.42,,N/A
183,3/12/19 13:35,11.7,8.44,,N/A
184,3/12/19 13:45,11.67,8.44,,N/A
185,3/12/19 13:55,11.68,8.44,,N/A
186,3/12/19 14:05,11.67,8.46,,N/A
187,3/12/19 14:15,11.68,8.46,,N/A
188,3/12/19 14:25,11.67,8.48,,N/A
189,3/12/19 14:35,11.66,8.48,,N/A
190,3/12/19 14:45,11.66,8.48,,N/A
191,3/12/19 14:55,11.65,8.48,,N/A
192,3/12/19 15:05,11.66,8.48,,N/A
193,3/12/19 15:15,11.66,8.5,,N/A
194,3/12/19 15:25,11.66,8.5,,N/A
195,3/12/19 15:35,11.66,8.5,,N/A
196,3/12/19 15:45,11.65,8.5,,N/A
197,3/12/19 15:55,11.66,8.5,,N/A
198,3/12/19 16:05,11.66,8.48,,N/A
199,3/12/19 16:15,11.67,8.48,,N/A
200,3/12/19 16:25,11.66,8.48,,N/A
201,3/12/19 16:35,11.66,8.48,,N/A
202,3/12/19 16:45,11.67,8.48,,N/A
203,3/12/19 16:55,11.7,8.48,,N/A
204,3/12/19 17:05,11.7,8.48,,N/A
205,3/12/19 17:15,11.7,8.48,,N/A
206,3/12/19 17:25,11.68,8.48,,N/A
207,3/12/19 17:35,11.67,8.48,,N/A
208,3/12/19 17:45,11.67,8.48,,N/A
209,3/12/19 17:55,11.66,8.48,,N/A
210,3/12/19 18:05,11.67,8.46,,N/A
211,3/12/19 18:15,11.66,8.46,,N/A
212,3/12/19 18:25,11.66,8.46,,N/A
213,3/12/19 18:35,11.66,8.46,,N/A
