"Plot Title: 20454092_DO_logger"
"#","Date Time, GMT-07:00","DO conc, mg/L (LGR S/N: 20454092, SEN S/N: 20454092)","Temp, °C (LGR S/N: 20454092, SEN S/N: 20454092)","DO Adj Conc, mg/L (LGR S/N: 20454092)","DO Percent Sat, % (LGR S/N: 20454092)","Coupler Attached (LGR S/N: 20454092)","Stopped (LGR S/N: 20454092)","End Of File (LGR S/N: 20454092)"
84,11/27/18 03:05:49 AM,10.79,11.42,0.00,0.0,,,
85,11/27/18 03:15:49 AM,10.78,11.42,0.00,0.0,,,
86,11/27/18 03:25:49 AM,10.78,11.42,0.00,0.0,,,
87,11/27/18 03:35:49 AM,10.78,11.42,0.00,0.0,,,
88,11/27/18 03:45:49 AM,10.78,11.42,0.00,0.0,,,
89,11/27/18 03:55:49 AM,10.77,11.42,0.00,0.0,,,
90,11/27/18 04:05:49 AM,10.77,11.42,0.00,0.0,,,
91,11/27/18 04:15:49 AM,10.76,11.42,0.00,0.0,,,
92,11/27/18 04:25:49 AM,10.77,11.44,0.00,0.0,,,
93,11/27/18 04:35:49 AM,10.76,11.44,0.00,0.0,,,
94,11/27/18 04:45:49 AM,10.75,11.44,0.00,0.0,,,
95,11/27/18 04:55:49 AM,10.74,11.44,0.00,0.0,,,
96,11/27/18 05:05:49 AM,10.75,11.46,0.00,0.0,,,
97,11/27/18 05:15:49 AM,10.73,11.46,0.00,0.0,,,
98,11/27/18 05:25:49 AM,10.73,11.46,0.00,0.0,,,
99,11/27/18 05:35:49 AM,10.74,11.46,0.00,0.0,,,
100,11/27/18 05:45:49 AM,10.73,11.46,0.00,0.0,,,
101,11/27/18 05:55:49 AM,10.73,11.46,0.00,0.0,,,
102,11/27/18 06:05:49 AM,10.72,11.46,0.00,0.0,,,
103,11/27/18 06:15:49 AM,10.74,11.46,0.00,0.0,,,
104,11/27/18 06:25:49 AM,10.73,11.46,0.00,0.0,,,
105,11/27/18 06:35:49 AM,10.73,11.46,0.00,0.0,,,
106,11/27/18 06:45:49 AM,10.73,11.46,0.00,0.0,,,
107,11/27/18 06:55:49 AM,10.73,11.46,0.00,0.0,,,
108,11/27/18 07:05:49 AM,10.72,11.46,0.00,0.0,,,
109,11/27/18 07:15:49 AM,10.72,11.46,0.00,0.0,,,
110,11/27/18 07:25:49 AM,10.71,11.46,0.00,0.0,,,
111,11/27/18 07:35:49 AM,10.72,11.46,0.00,0.0,,,
112,11/27/18 07:45:49 AM,10.71,11.48,0.00,0.0,,,
113,11/27/18 07:55:49 AM,10.70,11.48,0.00,0.0,,,
114,11/27/18 08:05:49 AM,10.70,11.48,0.00,0.0,,,
115,11/27/18 08:15:49 AM,10.70,11.50,0.00,0.0,,,
116,11/27/18 08:25:49 AM,10.68,11.50,0.00,0.0,,,
117,11/27/18 08:35:49 AM,10.71,11.50,0.00,0.0,,,
118,11/27/18 08:45:49 AM,10.71,11.50,0.00,0.0,,,
119,11/27/18 08:55:49 AM,10.71,11.50,0.00,0.0,,,
120,11/27/18 09:05:49 AM,10.71,11.48,0.00,0.0,,,
121,11/27/18 09:15:49 AM,10.72,11.48,0.00,0.0,,,
122,11/27/18 09:25:49 AM,10.72,11.50,0.00,0.0,,,
123,11/27/18 09:35:49 AM,10.72,11.50,0.00,0.0,,,
124,11/27/18 09:45:49 AM,10.72,11.50,0.00,0.0,,,
125,11/27/18 09:55:49 AM,10.72,11.50,0.00,0.0,,,
126,11/27/18 10:05:49 AM,10.72,11.50,0.00,0.0,,,
127,11/27/18 10:15:49 AM,10.73,11.52,0.00,0.0,,,
128,11/27/18 10:25:49 AM,10.73,11.52,0.00,0.0,,,
129,11/27/18 10:35:49 AM,10.73,11.52,0.00,0.0,,,
130,11/27/18 10:45:49 AM,10.73,11.52,0.00,0.0,,,
131,11/27/18 10:55:49 AM,10.73,11.52,0.00,0.0,,,
132,11/27/18 11:05:49 AM,10.72,11.52,0.00,0.0,,,
133,11/27/18 11:15:49 AM,10.72,11.52,0.00,0.0,,,
134,11/27/18 11:25:49 AM,10.73,11.54,0.00,0.0,,,
135,11/27/18 11:35:49 AM,10.73,11.54,0.00,0.0,,,
136,11/27/18 11:45:49 AM,10.73,11.56,0.00,0.0,,,
137,11/27/18 11:55:49 AM,10.72,11.56,0.00,0.0,,,
138,11/27/18 12:05:49 PM,10.73,11.58,0.00,0.0,,,
139,11/27/18 12:15:49 PM,10.73,11.58,0.00,0.0,,,
140,11/27/18 12:25:49 PM,10.72,11.60,0.00,0.0,,,
141,11/27/18 12:35:49 PM,10.71,11.62,0.00,0.0,,,
142,11/27/18 12:45:49 PM,10.72,11.62,0.00,0.0,,,
143,11/27/18 12:55:49 PM,10.72,11.62,0.00,0.0,,,
144,11/27/18 01:05:49 PM,10.72,11.64,0.00,0.0,,,
145,11/27/18 01:15:49 PM,10.72,11.64,0.00,0.0,,,
146,11/27/18 01:25:49 PM,10.72,11.66,0.00,0.0,,,
147,11/27/18 01:35:49 PM,10.73,11.66,0.00,0.0,,,
148,11/27/18 01:45:49 PM,10.72,11.66,0.00,0.0,,,
149,11/27/18 01:55:49 PM,10.73,11.66,0.00,0.0,,,
150,11/27/18 02:05:49 PM,10.74,11.66,0.00,0.0,,,
151,11/27/18 02:15:49 PM,10.74,11.66,0.00,0.0,,,
152,11/27/18 02:25:49 PM,10.74,11.66,0.00,0.0,,,
153,11/27/18 02:35:49 PM,10.74,11.66,0.00,0.0,,,
154,11/27/18 02:45:49 PM,10.75,11.66,0.00,0.0,,,
155,11/27/18 02:55:49 PM,10.77,11.64,0.00,0.0,,,
156,11/27/18 03:05:49 PM,10.79,11.64,0.00,0.0,,,
157,11/27/18 03:15:49 PM,10.79,11.62,0.00,0.0,,,
158,11/27/18 03:25:49 PM,10.79,11.62,0.00,0.0,,,
159,11/27/18 03:35:49 PM,10.78,11.60,0.00,0.0,,,
160,11/27/18 03:45:49 PM,10.79,11.60,0.00,0.0,,,
161,11/27/18 03:55:49 PM,10.78,11.60,0.00,0.0,,,
162,11/27/18 04:05:49 PM,10.79,11.60,0.00,0.0,,,
163,11/27/18 04:15:49 PM,10.78,11.58,0.00,0.0,,,
164,11/27/18 04:25:49 PM,10.79,11.58,0.00,0.0,,,
165,11/27/18 04:35:49 PM,10.79,11.56,0.00,0.0,,,
166,11/27/18 04:45:49 PM,10.79,11.56,0.00,0.0,,,
167,11/27/18 04:55:49 PM,10.79,11.56,0.00,0.0,,,
168,11/27/18 05:05:49 PM,10.78,11.54,0.00,0.0,,,
169,11/27/18 05:15:49 PM,10.79,11.54,0.00,0.0,,,
170,11/27/18 05:25:49 PM,10.77,11.54,0.00,0.0,,,
171,11/27/18 05:35:49 PM,10.77,11.54,0.00,0.0,,,
172,11/27/18 05:45:49 PM,10.76,11.52,0.00,0.0,,,
173,11/27/18 05:55:49 PM,10.76,11.52,0.00,0.0,,,
174,11/27/18 06:05:49 PM,10.76,11.52,0.00,0.0,,,
175,11/27/18 06:15:49 PM,10.76,11.52,0.00,0.0,,,
176,11/27/18 06:25:49 PM,10.76,11.52,0.00,0.0,,,
177,11/27/18 06:35:49 PM,10.75,11.52,0.00,0.0,,,
178,11/27/18 06:45:49 PM,10.75,11.50,0.00,0.0,,,
179,11/27/18 06:55:49 PM,10.75,11.50,0.00,0.0,,,
180,11/27/18 07:05:49 PM,10.74,11.50,0.00,0.0,,,
181,11/27/18 07:15:49 PM,10.74,11.50,0.00,0.0,,,
182,11/27/18 07:25:49 PM,10.74,11.50,0.00,0.0,,,
183,11/27/18 07:35:49 PM,10.75,11.48,0.00,0.0,,,
184,11/27/18 07:45:49 PM,10.75,11.48,0.00,0.0,,,
185,11/27/18 07:55:49 PM,10.75,11.48,0.00,0.0,,,
186,11/27/18 08:05:49 PM,10.75,11.48,0.00,0.0,,,
187,11/27/18 08:15:49 PM,10.75,11.48,0.00,0.0,,,
188,11/27/18 08:25:49 PM,10.76,11.46,0.00,0.0,,,
189,11/27/18 08:35:49 PM,10.75,11.46,0.00,0.0,,,
190,11/27/18 08:45:49 PM,10.74,11.46,0.00,0.0,,,
191,11/27/18 08:55:49 PM,10.75,11.46,0.00,0.0,,,
192,11/27/18 09:05:49 PM,10.75,11.46,0.00,0.0,,,
193,11/27/18 09:15:49 PM,10.75,11.46,0.00,0.0,,,
194,11/27/18 09:25:49 PM,10.75,11.46,0.00,0.0,,,
195,11/27/18 09:35:49 PM,10.76,11.44,0.00,0.0,,,
196,11/27/18 09:45:49 PM,10.77,11.44,0.00,0.0,,,
197,11/27/18 09:55:49 PM,10.77,11.42,0.00,0.0,,,
198,11/27/18 10:05:49 PM,10.78,11.42,0.00,0.0,,,
199,11/27/18 10:15:49 PM,10.79,11.40,0.00,0.0,,,
200,11/27/18 10:25:49 PM,10.80,11.38,0.00,0.0,,,
201,11/27/18 10:35:49 PM,10.80,11.38,0.00,0.0,,,
202,11/27/18 10:45:49 PM,10.80,11.38,0.00,0.0,,,
203,11/27/18 10:55:49 PM,10.82,11.38,0.00,0.0,,,
204,11/27/18 11:05:49 PM,10.82,11.36,0.00,0.0,,,
205,11/27/18 11:15:49 PM,10.82,11.36,0.00,0.0,,,
206,11/27/18 11:25:49 PM,10.82,11.36,0.00,0.0,,,
207,11/27/18 11:35:49 PM,10.83,11.36,0.00,0.0,,,
208,11/27/18 11:45:49 PM,10.82,11.34,0.00,0.0,,,
209,11/27/18 11:55:49 PM,10.83,11.34,0.00,0.0,,,
210,11/28/18 12:05:49 AM,10.83,11.34,0.00,0.0,,,
211,11/28/18 12:15:49 AM,10.84,11.34,0.00,0.0,,,
212,11/28/18 12:25:49 AM,10.84,11.34,0.00,0.0,,,
213,11/28/18 12:35:49 AM,10.85,11.34,0.00,0.0,,,
214,11/28/18 12:45:49 AM,10.85,11.34,0.00,0.0,,,
215,11/28/18 12:55:49 AM,10.86,11.34,0.00,0.0,,,
216,11/28/18 01:05:49 AM,10.86,11.34,0.00,0.0,,,
217,11/28/18 01:15:49 AM,10.86,11.34,0.00,0.0,,,
218,11/28/18 01:25:49 AM,10.87,11.34,0.00,0.0,,,
219,11/28/18 01:35:49 AM,10.88,11.34,0.00,0.0,,,
220,11/28/18 01:45:49 AM,10.87,11.34,0.00,0.0,,,
221,11/28/18 01:55:49 AM,10.87,11.32,0.00,0.0,,,
222,11/28/18 02:05:49 AM,10.87,11.32,0.00,0.0,,,
223,11/28/18 02:15:49 AM,10.87,11.32,0.00,0.0,,,
224,11/28/18 02:25:49 AM,10.88,11.32,0.00,0.0,,,
225,11/28/18 02:35:49 AM,10.88,11.32,0.00,0.0,,,
226,11/28/18 02:45:49 AM,10.87,11.34,0.00,0.0,,,
227,11/28/18 02:55:49 AM,10.87,11.34,0.00,0.0,,,
228,11/28/18 03:05:49 AM,10.87,11.34,0.00,0.0,,,
229,11/28/18 03:15:49 AM,10.86,11.34,0.00,0.0,,,
230,11/28/18 03:25:49 AM,10.86,11.34,0.00,0.0,,,
231,11/28/18 03:35:49 AM,10.86,11.36,0.00,0.0,,,
232,11/28/18 03:45:49 AM,10.86,11.36,0.00,0.0,,,
233,11/28/18 03:55:49 AM,10.86,11.36,0.00,0.0,,,
234,11/28/18 04:05:49 AM,10.86,11.36,0.00,0.0,,,
235,11/28/18 04:15:49 AM,10.86,11.36,0.00,0.0,,,
236,11/28/18 04:25:49 AM,10.85,11.36,0.00,0.0,,,
237,11/28/18 04:35:49 AM,10.86,11.36,0.00,0.0,,,
238,11/28/18 04:45:49 AM,10.86,11.36,0.00,0.0,,,
239,11/28/18 04:55:49 AM,10.88,11.34,0.00,0.0,,,
240,11/28/18 05:05:49 AM,10.88,11.34,0.00,0.0,,,
241,11/28/18 05:15:49 AM,10.88,11.34,0.00,0.0,,,
242,11/28/18 05:25:49 AM,10.88,11.32,0.00,0.0,,,
243,11/28/18 05:35:49 AM,10.88,11.32,0.00,0.0,,,
244,11/28/18 05:45:49 AM,10.88,11.32,0.00,0.0,,,
245,11/28/18 05:55:49 AM,10.88,11.32,0.00,0.0,,,
246,11/28/18 06:05:49 AM,10.88,11.32,0.00,0.0,,,
247,11/28/18 06:15:49 AM,10.88,11.30,0.00,0.0,,,
248,11/28/18 06:25:49 AM,10.88,11.30,0.00,0.0,,,
249,11/28/18 06:35:49 AM,10.89,11.30,0.00,0.0,,,
250,11/28/18 06:45:49 AM,10.88,11.30,0.00,0.0,,,
251,11/28/18 06:55:49 AM,10.89,11.28,0.00,0.0,,,
252,11/28/18 07:05:49 AM,10.88,11.28,0.00,0.0,,,
253,11/28/18 07:15:49 AM,10.89,11.28,0.00,0.0,,,
254,11/28/18 07:25:49 AM,10.88,11.28,0.00,0.0,,,
255,11/28/18 07:35:49 AM,10.88,11.28,0.00,0.0,,,
256,11/28/18 07:45:49 AM,10.87,11.28,0.00,0.0,,,
257,11/28/18 07:55:49 AM,10.88,11.28,0.00,0.0,,,
258,11/28/18 08:05:49 AM,10.87,11.28,0.00,0.0,,,
259,11/28/18 08:15:49 AM,10.87,11.28,0.00,0.0,,,
260,11/28/18 08:25:49 AM,10.87,11.28,0.00,0.0,,,
261,11/28/18 08:35:49 AM,10.86,11.28,0.00,0.0,,,
262,11/28/18 08:45:49 AM,10.86,11.28,0.00,0.0,,,
263,11/28/18 08:55:49 AM,10.85,11.28,0.00,0.0,,,
264,11/28/18 09:05:49 AM,10.85,11.28,0.00,0.0,,,
265,11/28/18 09:15:49 AM,10.86,11.28,0.00,0.0,,,
266,11/28/18 09:25:49 AM,10.86,11.28,0.00,0.0,,,
267,11/28/18 09:35:49 AM,10.86,11.28,0.00,0.0,,,
268,11/28/18 09:45:49 AM,10.85,11.28,0.00,0.0,,,
269,11/28/18 09:55:49 AM,10.85,11.28,0.00,0.0,,,
270,11/28/18 10:05:49 AM,10.86,11.26,0.00,0.0,,,
271,11/28/18 10:15:49 AM,10.86,11.26,0.00,0.0,,,
272,11/28/18 10:25:49 AM,10.87,11.28,0.00,0.0,,,
273,11/28/18 10:35:49 AM,10.87,11.28,0.00,0.0,,,
274,11/28/18 10:45:49 AM,10.86,11.28,0.00,0.0,,,
275,11/28/18 10:55:49 AM,10.87,11.28,0.00,0.0,,,
276,11/28/18 11:05:49 AM,10.86,11.28,0.00,0.0,,,
277,11/28/18 11:15:49 AM,10.86,11.28,0.00,0.0,,,
278,11/28/18 11:25:49 AM,10.86,11.28,0.00,0.0,,,
279,11/28/18 11:35:49 AM,10.87,11.28,0.00,0.0,,,
280,11/28/18 11:45:49 AM,10.86,11.30,0.00,0.0,,,
281,11/28/18 11:55:49 AM,10.87,11.30,0.00,0.0,,,
282,11/28/18 12:05:49 PM,10.87,11.30,0.00,0.0,,,
283,11/28/18 12:15:49 PM,10.87,11.30,0.00,0.0,,,
284,11/28/18 12:25:49 PM,10.87,11.32,0.00,0.0,,,
285,11/28/18 12:35:49 PM,10.87,11.32,0.00,0.0,,,
