"Plot Title: 20432184_TidbiTV2_Logger2"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 20432184, SEN S/N: 20432184)","Coupler Detached (LGR S/N: 20432184)","Coupler Attached (LGR S/N: 20432184)","Stopped (LGR S/N: 20432184)","End Of File (LGR S/N: 20432184)"
284,11/28/18 12:14:08 PM,11.346,,,,
285,11/28/18 12:24:08 PM,11.346,,,,
286,11/28/18 12:34:08 PM,11.346,,,,
287,11/28/18 12:44:08 PM,11.346,,,,
288,11/28/18 12:54:08 PM,11.346,,,,
289,11/28/18 01:04:08 PM,11.346,,,,
290,11/28/18 01:14:08 PM,11.346,,,,
291,11/28/18 01:24:08 PM,11.346,,,,
292,11/28/18 01:34:08 PM,11.346,,,,
293,11/28/18 01:44:08 PM,11.346,,,,
294,11/28/18 01:54:08 PM,11.346,,,,
295,11/28/18 02:04:08 PM,11.346,,,,
296,11/28/18 02:14:08 PM,11.346,,,,
297,11/28/18 02:24:08 PM,11.346,,,,
298,11/28/18 02:34:08 PM,11.346,,,,
299,11/28/18 02:44:08 PM,11.346,,,,
300,11/28/18 02:54:08 PM,11.346,,,,
301,11/28/18 03:04:08 PM,11.321,,,,
302,11/28/18 03:14:08 PM,11.321,,,,
303,11/28/18 03:24:08 PM,11.321,,,,
304,11/28/18 03:34:08 PM,11.297,,,,
305,11/28/18 03:44:08 PM,11.297,,,,
306,11/28/18 03:54:08 PM,11.297,,,,
307,11/28/18 04:04:08 PM,11.297,,,,
308,11/28/18 04:14:08 PM,11.273,,,,
309,11/28/18 04:24:08 PM,11.273,,,,
310,11/28/18 04:34:08 PM,11.273,,,,
311,11/28/18 04:44:08 PM,11.273,,,,
312,11/28/18 04:54:08 PM,11.273,,,,
313,11/28/18 05:04:08 PM,11.273,,,,
314,11/28/18 05:14:08 PM,11.273,,,,
315,11/28/18 05:24:08 PM,11.273,,,,
316,11/28/18 05:34:08 PM,11.273,,,,
317,11/28/18 05:44:08 PM,11.273,,,,
318,11/28/18 05:54:08 PM,11.273,,,,
319,11/28/18 06:04:08 PM,11.273,,,,
320,11/28/18 06:14:08 PM,11.273,,,,
321,11/28/18 06:24:08 PM,11.273,,,,
322,11/28/18 06:34:08 PM,11.273,,,,
323,11/28/18 06:44:08 PM,11.273,,,,
324,11/28/18 06:54:08 PM,11.273,,,,
325,11/28/18 07:04:08 PM,11.248,,,,
326,11/28/18 07:14:08 PM,11.248,,,,
327,11/28/18 07:24:08 PM,11.248,,,,
328,11/28/18 07:34:08 PM,11.248,,,,
329,11/28/18 07:44:08 PM,11.248,,,,
330,11/28/18 07:54:08 PM,11.248,,,,
331,11/28/18 08:04:08 PM,11.248,,,,
332,11/28/18 08:14:08 PM,11.248,,,,
333,11/28/18 08:24:08 PM,11.248,,,,
334,11/28/18 08:34:08 PM,11.248,,,,
335,11/28/18 08:44:08 PM,11.248,,,,
336,11/28/18 08:54:08 PM,11.224,,,,
337,11/28/18 09:04:08 PM,11.224,,,,
338,11/28/18 09:14:08 PM,11.224,,,,
339,11/28/18 09:24:08 PM,11.224,,,,
340,11/28/18 09:34:08 PM,11.224,,,,
341,11/28/18 09:44:08 PM,11.224,,,,
342,11/28/18 09:54:08 PM,11.224,,,,
343,11/28/18 10:04:08 PM,11.224,,,,
344,11/28/18 10:14:08 PM,11.224,,,,
345,11/28/18 10:24:08 PM,11.224,,,,
346,11/28/18 10:34:08 PM,11.224,,,,
347,11/28/18 10:44:08 PM,11.224,,,,
348,11/28/18 10:54:08 PM,11.224,,,,
349,11/28/18 11:04:08 PM,11.224,,,,
350,11/28/18 11:14:08 PM,11.224,,,,
351,11/28/18 11:24:08 PM,11.224,,,,
352,11/28/18 11:34:08 PM,11.224,,,,
353,11/28/18 11:44:08 PM,11.224,,,,
354,11/28/18 11:54:08 PM,11.224,,,,
355,11/29/18 12:04:08 AM,11.224,,,,
356,11/29/18 12:14:08 AM,11.224,,,,
357,11/29/18 12:24:08 AM,11.224,,,,
358,11/29/18 12:34:08 AM,11.224,,,,
359,11/29/18 12:44:08 AM,11.248,,,,
360,11/29/18 12:54:08 AM,11.248,,,,
361,11/29/18 01:04:08 AM,11.248,,,,
362,11/29/18 01:14:08 AM,11.224,,,,
363,11/29/18 01:24:08 AM,11.224,,,,
364,11/29/18 01:34:08 AM,11.224,,,,
365,11/29/18 01:44:08 AM,11.224,,,,
366,11/29/18 01:54:08 AM,11.224,,,,
367,11/29/18 02:04:08 AM,11.224,,,,
368,11/29/18 02:14:08 AM,11.224,,,,
369,11/29/18 02:24:08 AM,11.224,,,,
370,11/29/18 02:34:08 AM,11.224,,,,
371,11/29/18 02:44:08 AM,11.224,,,,
372,11/29/18 02:54:08 AM,11.224,,,,
